,user,location,text 
514,SSJ_Joseph,,It’s daunting and unfortunate reading the many #GameDevPaidMe posts. Seeing how many developers are underpaid and new devs are getting paid less as time moves forward.
515,MissMaraMayhem,"Atlanta, GA",Make sure you get paid what your worth #GameDevPaidMe https://t.co/k5YyS2OYfU
516,OptionsUS,,"#GameDevPaidMe 

ActivisionBlizzard - QA Tester $13 2019

Xbox Game Studios Quality - Software Test Engineer - NDA but NOT above $15.

Hopefully I’ll make salary one day 😅"
517,SeigoAlter,The Aerie,"Want another reason why I'd rather strike out on my own as an indie dev than work anywhere NEAR the game industry?

Just look at the #GameDevPaidMe posts

Those may seem like high salaries, but consider: unpaid overtime, the cities they live in, and the profit these games make"
518,Mortdog,"Santa Clarita, CA","#GameDevPaidMe

I'm not comfortable doing it all, but here's my entry into the industry at Nintendo in 2006.

Level Design Intern - $10/hr
First raise (6 month) - $20/hr
Second raise (2 years) - $25/hr
Hired as Associate Designer - $42k/year + (~15% bonus)"
519,CaptionBarbosa,Johannesburg,"The #GameDevPaidMe is fascinating for two reasons:

1) A lot of senior positions are far lower paid than I assumed (and the entry level jobs are kind of shocking)

2) Seems a lot of devs are surprised at the disparity between salaries based on position and experience"
520,jesawyer,"Costa Mesa, CA","#GameDevPaidMe Some of this is fuzzy. SoCal prices.

99 Black Isle - Web Developer: $34k
00-03 - Junior-Lead Designer: $55k?
03-05 Midway - Lead Designer: $75k?
05-09 Obsidian - Lead Designer: $85k?
10-15 - Director: $100-$130k?
15-19 - Studio Design Director: ~$165k
20 - $200k"
521,Heckbent,,"#GameDevPaidMe 

I've spent $6400 making a a game with my friends. I don't expect a return i just want to make a game with my buds.

In Testing i made a buck over minimum. I'd only suggest doing it if the job is cozy and you live near the office."
522,RobertGThatsMe,"New York, USA","#GameDevPaidMe
39yo, SWM
'11 '15 - Technical Artist - 45k USD NYA
'15 - 19 - Technical Producer - 50k to 68k USD (over time) NYC
'20 - Presentation Producer - 120k San Fran

The big bump was mostly attributed to my new company valuing me and my previous company valuing nothing."
523,GlendaMorganArt,"Seattle, WA","#GameDevPaidMe worst experiences r with companies that want to act bigger than they r &amp; STRIVE to one day be the next EA. They will give u an underpaid contract, &amp; dangle a carrot of ""full time employee"" in your face for 9 months so u don't leave them b4 they throw u on your ass"
524,AmandaLKirk,Upstate NY,"I'm not comfortable sharing my prev salary because its embarrassingly low, I should have known better. Now you can thanks to #GameDevPaidMe"
525,Lvl3Khan,,"I'm really into the #GameDevPaidMe tag! Transparency, equality == good stuff.

I, an Asian/White, cishet male, in Seattle, was paid:

2016: $20/hr -&gt; $22/hr, Programmer Intern, ZigZa Games
2017: $14/hr, Programmer Intern, ArenaNet
2017-2020: $65k/yr -&gt; $69k/yr, ArenaNet"
526,RaymondDoerr,Texas,"If you can hack it as a solo dev, be a solo #indiedev.

#GameDevPaidMe (Rounded to the nearest 10k)

2014: 20k (Starting from October)
2015: 40k
2016: 90k
2017: 170k
2018: 320k
2019: 390k
2020: 90k (Thus far)"
527,BreezyCrayon,,"Personally keying in on those tweets from #GameDevPaidMe that point out the disparity between Contractors and Employees. In QA it was one thing to be underpaid, but a whole other level to feel/be treated like underappreciated children."
528,LewdieLie,www.artstation.com/leslievdb,engineers watching artists post in #GameDevPaidMe https://t.co/FY9lTS59xs
529,Wholfie,"California, USA",All of these #GameDevPaidMe threads are just making me upset. Spent 7 years working my way to a bachelors degree in digital animation and I’m working in a fucking warehouse https://t.co/uD1l7G4jjY
530,MochiMacchaArt,"Boise, ID, USA","*looks at my current salary*  

*looks at #GameDevPaidMe *

I think I'll just stay where I am currently for a while longer &gt;_&gt;"
531,KenanWilsher,"Derby, GB","So, here's my take on #GameDevPaidMe, as a white British, cis, male. 

Environment Artist @ Ubisoft 18-20: £19k yr
Env Artist @ Bulkhead Interactive 2020: £25k

But there's a few issues with things in my opinion, follow thread below:"
532,rim_aj,"Montréal, Québec","To be more helpful:
I am a PoC (Moroccan/Lebanese), I have 3 years of experience in games and community. I’m based in Montreal but mostly worked for US (west coast) based companies. If I lived there, I’d be struggling, if I worked locally, I’d also be struggling.
#GameDevPaidMe https://t.co/1Xod7HAJ1d"
533,Error_Nikki,Hiding in the crash log,"The #GameDevPaidMe hashtag is super interesting and there is a lot of great data there but if i'm honest, it's also incredibly depressing..."
534,bucketcapacity,New Mexico,"Everyone in #GameDevPaidMe is talking about underpaid workers, but I'm just thinking about how, if I started 8 years ago, I could've been making $80k+ right now."
535,stiknork,"Vancouver, BC","#GameDevPaidMe white cishet male, have made around 55k-65k/yr USD as designer/programmer my whole 8 year career, mostly in Vancouver. my partner and i both work full time so i am in the privileged position of being able to mainly take jobs based on personal interest &amp; no crunch"
536,vincenth69,"Québec, QC","#GameDevPaidMe is necessary infos
I'm a cis-het white male.
2015 Gameplay programmer intern 17kCAD/yr (didn't have enough to pay my rent)
2months gameplay programmer at 17$CAD/hr
Under NDA since, release &amp; perf bonus, health insurance and share buying program available."
537,ForgottenOrder,"Stockholm, Sweden","#GameDevPaidMe
Allright then, here is my USA jobs:
Animation Intern: $0
SF- Associate Artist: 50k (benefits)
SF- General Artist: 55k (benefits)
SF- Game Artist Start Up - 70k (no benefits)
Freelance for games (2017) - $50/hr"
538,maskedtyrian,,#GameDevPaidMe $0 because I need to stop procrastinating and actually get back to working on my games.
539,HunterButtner,"San Marcos, TX","Love this hash tag but can we get one for every job title?

The idea that revealing how much you make is ""rude"" is the biggest hunk of capitalist propaganda and all it does is allow people to get paid less for no reason
#GameDevPaidMe"
540,GlendaMorganArt,"Seattle, WA","#GameDevPaidMe info I have
-A³ will pay u pennies unless u fight for urself
-Indie studios that WISH they were A³ will pay u even less &amp;tell u 2b gr8ful
-Actual indie devs who care about their team &amp;games will bend ovr backwards &amp;cry n2 hamburgers 2 make sure u get what ur worth"
541,Death_Bow,North Carolina Backwoods,"Looking at this whole #GameDevPaidMe thread is making me suuuuuuuuuuuper depressed, y’all. 😩"
542,andytouch,"Copenhagen, Denmark",#GameDevPaidMe has some fascinating data; QA &amp; Support roles are paid insanely low for the important tasks they do!
543,CortanaV,Seattle,"Trying to decide on how one might ethically catalog #GameDevPaidMe posts so people can easily reference positions, seniority, etc. vs salaries across studios. :3"
544,taylorcocke,"Los Angeles, CA","I have only worked for one game developer, Riot Games.

I was paid $22/hr for my first year, and got bumped to $23.

I was coming off being a freelancer for 5 years, so this seemed like quite a step up. Then I took an 80% pay raise when I went to Yahoo Esports. #GameDevPaidMe"
545,SorcererLance,Florida Keys,"#GameDevPaidMe roughly half of what I was promised

He ran and disappeared without paying me for the last character sprite I helped ink, color and shade

...money that could've been REALLY helpful after surviving Hurricane Irma"
546,MllePilgrim,"Montreal, 🌘","#GameDevPaidMe My path in games is odd, but here’s when I started to be full-time in 2016:

(I live in Montreal, Canada. I’m a cis-queer white woman &amp; prior experiences was a few years of part-time unpaid work on two/three projects, one with shared revenues that I never got. 😬)"
547,Skarrx24,"Corona, CA",I'm looking at #GameDevPaidMe and I'm about to finish my Associates degree in Game Design... what a time to be alive. https://t.co/sd5XS8r1r1
548,Brainlessmunkey,"Chicago, IL","Seeing #GameDevPaidMe is great; salary transparency is one of the most important tools in fair pay negotiation. Seeing it relative to my work as a Software Dev is disheartening, because there's a huge disparity once you're in entertainment."
549,Firefouffy,"Paris, France",Scrolling through #GameDevPaidMe  and not seing a lot of character artists disclosing their salaries. I would be interested to see that 👀
550,NickShiotelis,"Seattle, WA","#GameDevPaidMe #techart #gamdev

Background: Started in Advertising/VFX which pays day or month rates. Used those as a talking point

S0ny SD 2012-14 $30/hour, 2 year contract, 21 months on, 3 off. We got an extra $2-3 an hour raise at the start of each game. Think I got 2 IIRC."
551,Rigamorphius,,When you have just completed a degree in Video Game Design and you see #GameDevPaidMe blowing up on twitter #Classof2020 https://t.co/ZKUFTx7LP7
552,d00m3r1,,Can’t believe I make that much more than a game developer #GameDevPaidMe
553,wipetheservers,,#GameDevPaidMe is another reason why ALL industries need unions
554,wynsomnia_,Social Distancing,"In high school I was really digging the thought of being a game designer. Oh, the days. Now I'm hunting for any general desk job and only slightly considering studying narrative design while sweatily scrolling through #GameDevPaidMe"
555,Elleon_Sound,"Monroe, WA","Okay #GameDevPaidMe bear with me because my memory suucks. I'll try to give estimates to the best of my recollection.

CS(contract): 10.25/hr
CS(FTR): 10.50-13.50/hr
QA(FTR): 11.25-13.00/hr
Sr QA(FTR): 15.00/hr
Audio Implementor(FTR): 21.00-25.00/hr
Sound Design: 32.00-36.75/hr"
556,skullRaya,México,"#GameDevPaidMe
In 2017 to 2018, I was art supervisor in a game development studio in Mexico.

When I enter they paid me $450 USD per month, later they rise me to Art Supervisor, and earned $680 USD per month. 

They made us to work extra hour with no payment 
&gt;&gt;&gt;"
557,loko08,Costa Rica,"So #GameDevPaidMe is cool, but you should see what outsourcing studios get paid...

🙃🙃🙃

Cant disclose, but we.... Have to manage..."
558,blindtwig,United States,"I'm a volunteer for a Source engine mod so I don't get paid, but the experience and enjoyment I get from my work is payment enough.

#GameDevPaidMe"
559,tipsheda,"Rochester, MN, US","#GameDevPaidMe 
2017: $0
2018: $2
2019: $0

I should probably start selling some of the games I release, at least to not contribute to devaluing other indie games.

The $2 was because I forgot I left donations open on a project and I immediately turned it off when I got that."
560,Anya_The_Artist,UK,#GameDevPaidMe So I'm not really into sharing numbers right now but I will say that since starting freelance on the side at the end of 2018 I have increased my daily rate by 420%. I have not had my rate turned down. YOUR SKILLS ARE WORTH IT.
561,Juperanium,Where the universe takes me.,"#GameDevPaidMe 13/hr QA at activision in Minneapolis, MN. Black cis male. We are all contract workers and there is no option to negotiate more or less."
562,Defective14,"Virginia Beach, VA","#GameDevPaidMe 

The following is what I earned as QA Tester at the listed studios

Activision: $10/hr
Infinity Ward: $12/hr
Nexon: $14/hr then $15/hr when transitioned into a permanent employee."
563,organised,"England, United Kingdom",Pretty interesting reading — #GameDevPaidMe #PublishingPaidMe. Just a reminder it’s not always about the money!  but _exploitation_ is not okay! Know the baseline and ceiling monetary worth of your time peeps.
564,Healer_Wheeler,"Indiana, USA",#GameDevPaidMe I don't get paid lol
565,DivineAscian,"New York, USA",I'm guessing #GameDevPaidMe is another attempt at #GAMERGATE 2.0 or something crazy liberals do? 🤔
566,addiekedavra,"California, USA","Vague, All QA:
- $7.50/hr contract; eventually hired to higher, FT position around $14/hr
- $9/hr (was in between the jobs above)
- $14.50/hr
- $25/hr -&gt; $27/hr
- $32/hr
- $35/hr

#GameDevPaidMe"
567,hopscorbun,Galar Region,"#GameDevPaidMe aka, ""I'm gunna determine my self worth and the worth of others solely by how much there getting paid and then wonder why I'm burning out on game development so quickly"" 

This is why I refuse to engage in stuff like this. A number should'nt determine your worth"
568,skipper,"los angeles, ca","me, writing down all the salaries from #GameDevPaidMe: https://t.co/f3uLS9rOZo"
569,justintelmo,,"#GameDevPaidMe

Game Eng 1, Big Fish Games: 75 -&gt; 82k ('13-'15)

Backend Engineer, KIXEYE: 100k ('16-'18)

Backend Engineer, Glu/Crowdstar: 130k ('18-Present)

I had it easier than a lot of people. Still grinding though. https://t.co/rAY2nwpQzu"
570,SonnyBurge,Florida,"#GameDevPaidMe 
3D Animator here.

Jan 2018 - First real game I worked on that wasn't someone's hobby project that had no real money. I was paid $500/mo for a year. Total : $6,000 USD

This was the start of my career and there was no negotiating pay.  

1/X"
571,PeopleCallMeDut,"Baton Rouge, LA","#GameDevPaidMe

QA Tester - $9.50/hr (5/17-7/18)
Lead Tester - $12/hr (7/18-11/18)
QA Tester - $9.50/hr (2/19-4/19) then $11.75 (4/19-9/19) and then $12.75 (9/19-11/19) after two raises 
Senior QA Tester - $13.75/hr (11/19-3/20)

All in Baton Rouge, LA."
572,Shady11L,,#GameDevPaidMe is very depressing since that's what I want to do
573,Burrito_Dream,,"#GameDevPaidMe
2009, 10/hr as a subcontractor
Sony Online Entertainment
GameMaster for EverQuest"
574,siegefault,Lagrange ２,"#GameDevPaidMe 

I draw pretty pictures for UI and shit. I work very fast.

Previous work is negligible (short contracts)
Start Salary @ EA $55857 (as the sole artist on a title lol)
End Salary @ EA $61222 (as a lead in all but name)
Current Salary @ ZOS $70772 (/shrug)"
575,ShadoWhisps,"San Diego, CA","#GameDevPaidMe
Cis white female
Audio QA Tester: started at $11, ended at $14, contracted 
Lead audio QA Tester: $25 an HR full time with benefits
Keep in mind I was fast tracked for my position. Most testers I know make min. and have to ask for a raise or else it wont happen."
576,RealJazzy_Jeff,the back of the chipotle line,Me reading these  #GameDevPaidMe tweets 😳
577,Will_Odinson,"Leamington Spa, England","#GameDevPaidMe 

First month as a QA intern at a German company: €450, then the national minimum pay for interns went up to something more ‘liveable’

UK QA: £18-21k outside London (Brighton and Leamington)

I’m QA, I know it’s probably classed as ‘underpaid’, but I get by"
578,chengeling,in the abyss,"Looking at #GameDevPaidMe  and semi-depressed at all the women/ nb who left because of studio bs. If we paid everyone more fairly, it'd be a start to retaining diverse talent."
579,MainEventTV_AKA,,"Gamers, I advise you look at the hashtag #GameDevPaidMe"
580,Eippolito,"Los Angeles, CA",One thing I’d love to see is improvements to wage structure to promote tenure. A wage multiplier added to your salary that increases per year. Your multiplier increases per year and remains with role changes. #GameDevPaidMe
581,UrbanRBX,England,#gamedevpaidme is trending. Looks like these devs are earning a fraction of what #roblox developers are earning. Wonder when the industry will catch on and realize user-generated content is the way to go
582,TrashbearArt,The Abyss,How it feels looking at #GameDevPaidMe posts while going to college for Game Design https://t.co/TX2CvdfYmw
583,DAwesme,"Texas, USA","Looking at #GameDevPaidMe It's not going to pay well, but that's Ok, as long as I enjoy making the games I make. Hopefully that will remain true once I actually enter the industry..."
584,lilfidget,Seattle → Los Angeles,"#GameDevPaidMe 

About Me: Hispanic, Cis Woman, Pansexual

ExatoGames: $24 per hr about 50k annually

Riot Games: $32.92/hr roughly 64k annually https://t.co/kv743jmbJy"
585,StygianTendency,"Arkansas, USA",@PaweSasko You should totally do #GameDevPaidMe
586,mikekasprzak,"London, Ontario, Canada","#GameDevPaidMe hashtag reminds me how poorly I did at startups the past 20 years, despite titles like ""Senior"" and ""Technical Director"". I'm glad I spent most of it working for myself. I don't think I ever earned more than US $50k/yr. Made that in 3 months at a cable company. 🤦‍♂️"
587,RoAnnaSylver,"Portland, OR","Oh cool, #GameDevPaidMe is a thing too, this should be interesting.

I've written 1 pro game for $5k, which worked more like a book advance (DAWNFALL, interactive fiction, SFF/romance).

I'm a white, disabled, nonbinary/genderfluid person!"
588,king_spooner,,Too embarrassed to share. #GameDevPaidMe
589,ManuelGraph_NYC,"Bronx, Ny","Here Im reading your tweets while Im currently self teaching myself game development to make games for free
#GameDevPaidMe"
590,KielenKing,The Cocoa Corner,Damn... #GameDevPaidMe is utterly depressing. If you're a AAA game house. PAY YOUR PEOPLE. MORE.
591,lackofrealism,🏔️ in the mountains 🏔️,"I have very little of value to add to #GameDevPaidMe, since five of the roughly seven years I have thus far in gaming adjacent work were freelance/consulting/etc., but I will say this:

You sure can see how woefully underpaid almost everyone in the industry has been, or is."
592,GrantPDesign,"Burbank, CA","#GameDevPaidMe
I'm a white male game designer. Worked in SF &amp; LA @ AAA companies. 

-SF Design Intern - $18/hr
-SF Contract Designer - $20/hr
-SF Assoc. Designer - $50K
-SF Designer - $65K -&gt; $74K (title change) then $89K (fought for)
-LA Designer - $89K (but much better bonuses)"
593,BeardedASMR,"Tacoma, WA","#GameDevPaidMe shows that, unless I get really lucky or somehow leverage relationships, I can never pivot into the games industry and expect similar pay to what I make now in live events. I’d love to be a full time game sound designer, but it just don’t make sense."
594,colorblindmess,Mount doom! Maybe Seattle.,"#GameDevPaidMe 6/6

Last thing is, even on entry level roles we're all responsible to shape the culture and practices on work environments, so YES, we can take actions and speak when seeing unfair or wrong things affecting others.

If you have questions I'm happy to help! ✌️🏾"
595,JC_Bailey1112,USA,"#GameDevPaidMe I released my first solo-developed indie game a few months ago on Itch and have made about $70 from it. Planning on releasing my next game on Steam later this year, so we'll see how that goes... 😉

#gamedev #indiedev #indiegames #gaming"
596,colorblindmess,Mount doom! Maybe Seattle.,"#GameDevPaidMe 5/6

I believe art-tests aren't necessary in most cases if interviewers are experts in their fields. 

I was taken advantage professionally many times in the past due to race, not caring about reading contracts and trusting the wrong people. Get informed!

..."
597,colorblindmess,Mount doom! Maybe Seattle.,"#GameDevPaidMe 4/6

When Jr. I took art-tests to get jobs, It's a way to prove you can do the work displayed on your portfolio.

People lie and use other people's work-samples to apply for jobs, so art-tests still exists if you're a newcomer and most companies won't pay for it..."
598,realGuattari,they,"lol watching #GameDevPaidMe trending and I'm thinking about all the fucking indie game dev scams that I saw in 2017 

be careful out there"
599,colorblindmess,Mount doom! Maybe Seattle.,"#GameDevPaidMe 3/6

As a person of color I saw myself, other Poc, Black and specially Women getting much lower pay than Caucasian co-workers. I question it and got fired.

I used that break to be angry, sad but mostly invest my efforts on new skills, so my work would do the talk."
600,colorblindmess,Mount doom! Maybe Seattle.,"#GameDevPaidMe 2/6

Keep in mind how vastly different are pay rates / taxes / currencies world-wide

Also I personally do not focus on money, I want fair pay but I took large pay cuts in-between jobs including my current, so I can focus on career goals and mental health..."
601,BrandenMid,"Cincinnati, OH","All with full benefits.

Keep an eye out of adjacent jobs where you can use skills in different fields they need you too and will pay more. #GameDevPaidMe 

Can always do indie on the side"
602,colorblindmess,Mount doom! Maybe Seattle.,"#GameDevPaidMe 1/6

USD (Yr)

97-07: Advertisement in Brazil : 0 to 25K 

Game career start:
07: Indie studio - Owner : -40K
13: Epic Games - Sr Ui Artist : 118K
16: Ready at Dawn - Lead Ui Artist : 114K
17: Microsoft - Ui art Lead : 165K
19: Current - Head of Ui : Under NDA"
603,TheBioshockHub,Rapture,"#GameDevPaidMe (If any Game Devs are looking for voice actors, I'm of service)."
604,_Mutiny27_,,"If anyone has any extra money please give to this woman, I saw her story on Snapchat and it truly broke my heart.
https://t.co/jKMFWkZtrF

#GameDevPaidMe #transwomenaremen #STFUHillary"
605,Eippolito,"Los Angeles, CA","#gamedevpaidme 

2010 - Zynga (Dallas) - SuperMod/Community $10.75/hr
2011 - 6Waves (SF) - Community Coordinator to CM Lead $39-41k
2013 - PennyPop (SF) - Community Manager/LiveOps Producer $42-43k
2016 - Scopely (LA) - Community Manager $60-70k"
606,LordKazuya1,"Sargatanas, Aether","I hope #GameDevPaidMe continues on reminding people how fucking terrible the video game industry is.

Bobby Kotick is one of the richest men on the planet and he lays off workers while giving himself millions of dollars for that. 

People are not people, they are bodies in the GI"
607,Modular_Squared,Behind you,"@daichifob #gamedevpaidme lol. 45 quid so far, or to put it another way, gamedev bought the kids 3 takeaways 🤣"
608,ryanaeckles,,"Looking through the #GameDevPaidMe is interesting. Glassdoor has always been an good anonymous resource for real salary break-downs by job title.

(not sponsored, I just like data and transparency)
https://t.co/riNA3oR5R8"
609,SomeBraveDude,"Fremont, CA",with all the #GameDevPaidMe posts I wonder if just treating your people right (paying them competitively and other things) would be a competitive advantage that could skyrocket a studio by having/poaching the best talent
610,DevinWatson,,"I do game dev for funsies but figured I'd throw some regular software dev numbers out there.
White/Male/Atlanta

$47k Engineer
$85k Engineer
$135k Senior Engineer
$145k Senior Engineer
$178k Staff Engineer

#GameDevPaidMe
#SoftwareDevPaidMe"
611,TizaTryhards,"Los Angeles, CA","#GameDevPaidMe cis white male at Riot LAX w/ benefits + 4% 401k match
2012, Esports Coordinator, $16/hr
13, $17.60
14, ~$19
15, ~$21
16, $24/hr + ~$80k Tencent buyout
17, Senior Esports Coordinator, $58k salary
18, 61k + 1k bonus
19, Assoc Esports Manager, 65k + 2.7k
20, 78k + 8k"
612,steve_coan,California,"#GameDevPaidMe (US, cis male, B.S. Edu)
- 60k/yr (associate tech artist, Blizz)
- 85k/yr (tech artist, Blizz)
- 99k/yr, 110k raise (sr. tech artist, Blizz)
+10% baseline bonus. Paid hourly (even as a senior), these are equivalent numbers assuming 40 hrs/week. 5 yrs worked."
613,mechaghost,United States,"#GameDevPaidMe - Filipino-American in Seattle

'07 - Contract SDET for Xbox XUI SDK - $35/hr 
'08 - Senior SDET BigFish Games - $75k/yr
'10 - Contract SDET for XNA  - $50/hr
'08-14 - Single Indie Dev - $150k total
'14 - Dev for 4Gency - $80k/yr"
614,myomy_tv,"Austin, TX","#GameDevPaidMe:
'13-14: Support Agent (contract) $11.50/hr
14: Support Agent $12/hr
'15-17: Content Writer $14-18/hr
'18-now: Senior Writer $21.50/hr

I've worked at Kabam, a mobile game company for that entire time. I'm an openly gay and Latinx Character artist with a degree."
615,DerrinTuggle,"Florida, USA","#GameDevPaidMe Hosting so far, I've only barely NOT lost money.  I'm going to college for it too soon so my resolve is shaking reading all this."
616,Guntha_en,France,"#GameDevPaidMe

(French ""brut"" yearly wage, only the best for each company)

Koalabs: 28,8k€
GameCo: 43,2k€
BlackSheep Studio: 38k€"
617,dwoozle,DMV,Awesome that #GameDevPaidMe and #PublishingPaidMe are getting people to share their salaries. It helped me gain more insight and transparency of the industry.
618,moschamberlain,United States,"#GameDevPaidMe what a shame, I will have to finish my game I started years ago and will revisit this hashtag what a disgrace."
619,okbuddygus,"Michigan, USA","#GameDevPaidMe
Concept Artist, Entrada Interactive- 4% commission per game sale roughly $ 0.84/game
2014-Now"
620,moschamberlain,United States,#GameDevPaidMe pay attention to the amount of asians owing careers to white folks. They aren't comfortable if your're black and can produce.
621,JamesBondBLHK,,"Looking at this trend, it is absolutely mind-blowing how unappreciated and underpaid most employees are. Everyone deserves a great amount of pay instead of be treated terribly. Games are our passion. Makes me question if I should've signed up for game development

 #GameDevPaidMe"
622,kirbyfan45,LGBT rights are human rights,"Seeing #GameDevPaidMe's Tweets continues the idea that more people should go Indie, depending on how bad i can get. With Indie, you don't have to worry about all the nonsense"
623,nemo10,,...who has been working with those elements for months or years can make better decisions and be a more efficient employee simply due to a buildup of institutional knowledge. From CM to CS to QA all the way up to Creative Director or Studio GM... 6/9 #GameDevPaidMe
624,nemo10,,"...It doesn't matter if the people who replace them are just as smart, talented, and/or qualified! This applies at all levels. If your studio is making a sequel, or a genre-followup, or uses a consistent set of tools, every member of the team... 5/9 #GameDevPaidMe"
625,nemo10,,"...why a studio makes a bunch of brilliant games and then somehow loses its spark, it's (often) because of the loss of institutional knowledge. Designers who understood WHY decisions were made, programmers who understand systems really well, etc... 4/9 #GameDevPaidMe"
626,nemo10,,...and not worry about burn-out among employees who have climbed the ranks and are now 'too expensive' to support. That practice will actively make games WORSE. Why? Two words: Institutional knowledge. If you've ever wondered... 3/9 #GameDevPaidMe
627,nemo10,,"#GameDevPaidMe Why low salaries in the game industry are so damaging: A THREAD. It's not JUST that underpaying employees makes their lives worse - that's an obvious effect. It's because no matter how passionate someone is, how desperately they want to be in the industry... 1/9"
628,Felijcm,Mi cuarto.,"#GameDevPaidMe

It's been two months since they haven't paid me and expect me to work in 2 games, one is in beta and there's no testing (not even internal) so I'm stuck in limbo... https://t.co/QGTCb1eRl7"
629,ResetEraNT,,#GameDevPaidME - People on twitter sharing how much they got paid for working in the Games Industry https://t.co/QB967EnD6j
630,The4thNorseMann,"Nashville, TN","if #GameDevPaidMe gamedevpaidme is trending can i get a #chefwages trending too? If you knew how much we worked and how little us chefs and especially my line cooks make over servers and bartenders, you'd be disgusted."
631,sarahqart,"Montréal, Québec",#GameDevPaidMe is really strange when you think the QA departments are treated like shit everywhere and paid badly.
632,jarsh_,,"Hey nerds, you’re all underpaid. That’s why you always use a recruiter because I can get you way more money than you can negotiate.  #GameDevPaidMe"
633,Slift,"Seattle, WA","Me: Asian masc in Seattle, 4-5 years in the indie scene prior to listed experience. no benefits for any of these jobs.
 #GameDevPaidMe 

'17 - '18: 15/hr : board game QA 
'18: 17.50/hr : digital indie community management 
'19 - present: : 20 -&gt; 25 -&gt; 30/hr board game designer"
634,NESbot_feed,IRC/discord,"#GameDevPaidME - People on twitter sharing how much they got paid for working in the Games Industry
https://t.co/doqCGvnATn"
635,englishscribe,"London, England","#GameDevPaidMe The WGGB have published guidelines to help people navigate narrative roles and potential payscales. A revised version is due out later this year, but the current ones can be found here - https://t.co/iVp8dEifuC #gamewriting #gamedevelopment"
636,Coyote8004,"Miami, FL",#GameDevPaidMe pay me to play your game.
637,OakThielbar,"Seattle, WA","#GameDevPaidMe

$70k/yr Unity programmer (med + equity)
$80k/yr Lead Unreal programmer (remote)

and for comparison, my non game dev jobs...

$80k/yr Junior Java dev (med + equity)
$120k/yr Senior Scala/React dev (med + crap equity)

all Seattle area (except remote)"
638,TinyLuri,,#GameDevPaidMe is reminding me that a game company in the Bay Area would have paid me roughly 30k less for a Senior Software Eng position than my salary was for a Junior Eng position at a regular Tech company.🙃
639,Solairis__,"Indiana, USA","#GameDevPaidMe Holy smokes, the people in Game Dev Tycoon get paid more xD"
640,HyperGriffin,The Area That Disappeared,#GameDevPaidMe Glad people are starting to talk about how game development doesnt make people enough money to feed themselves.
641,RainofTerra,"San Francisco, CA","Blizzard, UNIX Systems Engineer, Hourly
2016 (includes overtime from Overwatch launch): $195k
2017: $178k
Blizzard, Senior Systems Engineer, Salaried
2018: $181k

#GameDevPaidMe"
642,BannonRudis,"Los Angeles, CA","#GameDevPaidMe salary problems being shown are two fold.
1) Artists and animators aren't being paid enough.

2) Development with the new consoles are going to be more expensive. Consumers want bigger and better looking games and that's not cheap. Lowering the budget for salaries."
643,BrandenMid,"Cincinnati, OH","Perspective of skills needed for gamedev but working for marketing co.

2015-42-45k as an associate consultant aiding in gamified web applications

2016- 3k/month Director of Operations for a start-up

50k year and industrial marketing company as 3d artist unitydev
#GameDevPaidMe"
644,Crystalmaster42,The Void,"#GameDevPaidMe 
me and the other 3 devs of our project:
you guys got paid?"
645,sarienn,"Stockholm, Sweden","#GameDevPaidMe 
I have never been paid OT or benefits
09 Romania (Activision contractor) producer 4000RON (cca 1000 USD/month?!)
10 Italy game director EUR 1200-1500 /m
11-15 SWE lead producer SEK 25k ish?! - 27k 
16-18 SWE coach, PR etc SEK 39k
Now - SWE CEO - low bc strategy"
646,kouotsu,"Bothell, WA","#GameDevPaidMe

College job at mobile startup: $3/hr
Same job when I threatened to leave: $9/hr
Post college freelance: $20/hr (not enough work to make a living tho)
Wayforward 3D artist: $23/hr(?), no PTO
WF when they found out I was looking for other work: $55k full benefits"
647,Saul_crafter,"McAllen, TX",#Gamesforcash ... shoutout to all those videogame companies who ignore their community and RIP people off  with their monthly updates and broken game accessories...#GameDevPaidMe  #Trending  #EnoughIsEnough #cryteck
648,zoomba,"Dallas, TX","This is an interesting exercise and good to share generally...
2006 - 2009: Community Manager, QA, Technical Writer - $35k/yr
2009 - 2011: Technical Account Manager - $45k/yr
2011 - 2013: Operations Team Lead - $65k/yr
2013 - 2019: Producer/Team Lead - $71k/yr
#GameDevPaidMe"
649,MattMarie777,Florida,"#GameDevPaidMe is really showing how underpaid people are across the board in the industry and also reminded me that I have never been paid or legally allowed to talk about anything I’ve worked on as a VFX artist.

Pay your fucking workers and let them have the credit."
650,smartssa,"Toronto, Ontario","let's roll with #webdevpaidme - 
I'll start (cis male, all CAD, Toronto based)
2005 - $35/hr contract (big ad agency)
2006 - 56k/yr salary ("")
2010 - 70k (porn)
2011 - 70k (lookup service)
2011 - 70k (small agency)
2019 - 96k ("")

h/t #gamedevpaidme and #publishingpaidme"
651,FindMyNucleus,,"#GameDevPaidMe I know they aren't all great, but some of your are getting paid really well! Makes my wonder why I became a teacher."
652,skydevilpalm,LA/LV,"#GameDevPaidMe 

freelance/contract #pixelart in USD

&gt;1K - small commissions
3-20K - entire game, sometimes w/ revenue

Brothers
1 artist/animator/designer
1 creative director/designer
Mex. American 
No school/degrees
Network built entirely online starting 2015

You can do this! https://t.co/QJdi27BOCS"
653,ETaaban,,Shout out to everyone contributing to the #GameDevPaidMe trend
