,user,location,text
276,RipperSplitter,"Leamington Spa, England","One of the best pieces of advice I received in terms of pay was from my old art director: The fastest way to secure pay increases is a change of roll within the business. Apply for rolls internally.

Its important to negotiate/haggle when accepting new job offers #GameDevPaidMe"
277,BuffTuffKRuff,"Vancouver, BC","I'm a 28yo white/cis/bisexual woman and have been working for 3 years. #GameDevPaidMe

Starting: $42k, Writer
Now: $80k, Writer"
278,drewlevin,San Francisco,"Seeing #GameDevPaidMe warms my heart - always a fan of salary transparency, hope this helps:

Analyst, f2p midcore studio, 2015: $80k/10% bonus
PM, Kongregate, 2016: $98K/15%
Lead PM, Kong, 2017: $120k/20%
Senior PM, Zynga, 2019: $155k/15%/stock 
Lead PM, Zynga: $170k/15%"
279,ThatThorstenGuy,,"Smiling at #GameDevPaidMe, where people (including me) swallowed the bait. Hook, line and sinker.
How many people have heard something along the lines of ""We are paying you less than what you would get in any other company, but at least you are part of the games industry""?"
280,gaygermeister_,Blue Lions Classroom,"#GameDevPaidMe $5.77 an hour for full time or more than full time hours per week. I'm white, queer, and it was my first game dev job but I stepped right into QA and community management like a pro. I worked remotely but live in the US"
281,radiatoryang,"New York City, NY","re: #GameDevPaidMe, anyone else surprised that even senior AAA lead devs get paid so little vs. their experience? I already knew indie and junior wages are depressing, but wow, the ceiling is depressing too"
282,flowerveil,Toronto,watching all these #GameDevPaidMe posts like 👁️
283,AllegroDigital,"Montréal, Québec",There has to be a better way of sharing #GameDevPaidMe information than the stream of consciousness that is Twitter where everyone will forget about it in a day
284,six6jiang,dallas / wichita territory,"POC are losing their minds at the #GameDevPaidMe tag and i'm like....yeah. the only reason i know that games make money is becuase i made friends with white people

having white friends does far more for your career than getting awards. all my job referrals were from white people"
285,GameDev50790614,,"#GameDevPaidMe
Square Enix Localization QA - $10 hr 2007
Sony Santa Monica Studio QA - $11 hr 2009
Sony Santa Monica Studio Game Designer - $60k w bennies
Santa Monica Senior Game Designer $115 w bonus and profit sharing"
286,MrAlexBethke,"Toronto, Canada","#GameDevPaidMe
40-42.5k, benefits - Webkinz, programmer
60-85k, benefits - Cryptologic, programmer
35-45k, no benefits - Golden Gear, Owner/Programmer
80k, benefits - Digital Howard, Designer/Lead Programmer
NDA? - Sinking Ship, Senior Unity Programmer
(Cis het white male)"
287,dltauthor,United States,Valid thread for #GameDevPaidMe but not uncommon for other industries. Being a jack of all trades will limit your growth &amp; value. Better to focus on 3-4 skill sets and master a craft or two in the long run. I know this from personal exp. https://t.co/D9ICinyVpu
288,heartimecia,she/her,"also in order to be the most helpful, folks participating in #GameDevPaidMe please state ur location + experience level + RACE (super important!!! latinx and black women make so little compared to white men and women)"
289,TheDrMonkey,"Culver City, CA","#GameDevPaidMe 

I was hired on as a contract QA Tester at NCSoft and was paid $18 hr with no benefits (couldn't even go to work events)

They hired me on fulltime a few months later at $16.50 hr with benefits. Claimed the pay drops cus the benefits balance it out.

Bullshit."
290,RipperSplitter,"Leamington Spa, England","3D Artist - 4 years experience with degree

Working in South East UK
18k - Junior Vehicle Artist
18k - Vehicle Artist (""promoted"" through company ""restructure"") 
21k - 3D Generalist

Working in Leamington Spa
25k - Vehicle Artist
Won't say current... 
#GameDevPaidMe"
291,GhostHeart_,a deep pit full of ghosts,"#GameDevPaidMe 

$10.50/hr - QA tester at Konami.
$12.50/hr - ""Lead"" Compliance Tester at Konami.

Those aren't livable wages in Los Angeles or any city. QA is horrendously underpaid for the work they do, especially publishing QA."
292,RagingSpaniard,"Sacramento, California","#GameDevPaidMe 
06: 3D Artist, Headgate: 31k
08, Concept Artist, EA: 45k
10: Artist, OMGPOP: 67k
11: Artist, Gameloft: 70k
13: Lead Artist, Kiwi: 78k, Art Director: 100k
15: Art Director, Jam City: 110k
17: Sr. Artist, EA: 98k
2020: Art Director, Scopely: 110k

Plus bonuses/stock"
293,ilgwon_ha,"Encinitas, CA",Why is #GameDevPaidMe suddenly a thing now?
294,ResetEraNT,,Everyone should check out #GameDevPaidMe https://t.co/vIWUvUyNqf
295,Deviot_,"San Diego, CA","Worked at a small indie studio called animate objects

They paid me 750 a month.

 #GameDevPaidMe

#PayYourPeople"
296,speedyjx,Scotland,"I started at £14k but we were all right out of uni on minimal funding, on the same wage across the board and too daft to/didn't know how much things should cost.

Next job was £24k, solo audio department yet again, and was directing external folk for music and VA. #gamedevpaidme"
297,speedyjx,Scotland,"Getting fuckin palpitations at that #GameDevPaidMe hashtag and how much some folk started on, never mind what they're at now, and how it compares to a certain Scottish audio person you all know and tolerate's wages at the present. Smol thread I guess."
298,WhoTrendedIT,,"How about that? @tanyaxshort and @tha_rami made #GameDevPaidMe a trending topic in the US. beep beep, robot said."
299,Popup_Gaming,"Brooklyn, NY",#GameDevPaidMe send me your games for free to review thank you
300,Aly_Amez,"Los Angeles, CA","#GameDevPaidMe 

My first job in publishing QA:  (minimum wage) $11.50 w/ no benefits

Was promised that w/ all the overtime I'd be ""QA ballin"".

After a year I asked for a raise &amp; was told to write a letter to present to my manager to ""prove my worth"". I got $1 raise."
301,leisspendragon,,"#GameDevPaidMe

As a freelancing composer, I try to charge around $180 per minute of music, but I usually make less. 

(YES, I know this is low for the industry! If you know anyone cool who's looking for music, point them in my direction.)"
302,LaurenSMoses,"Cambridge, UK",Seeing as #GameDevPaidMe is happening. Think this is a perfectly valid thread. Community Managers wear SO many hats. Please value them more. https://t.co/25JyWdqXmz
303,JennSandercock,"Seattle, WA, USA -ex Australia","Fascinated by the #GameDevPaidMe tag. Based on what I'm seeing I've been either underpaid or paid around what other indies get - ie barely anything. So far I've been able to survive/afford this because I'm very, very priviledged."
304,occultclassic,"Los Angeles, CA","#GameDevPaidMe 
Zynga, junior-mid game designer (2010-2013)
$65-75,000 - closer to 85 with bonuses 
Disney, mobile game designer (2014)
$82,000
Glu Mobile, game designer (2016)
$70,000
Survios, Narrative Director (2017-2019)
$90,000
Freelancing (2020)
$60 an hour"
305,LightsongGamer,United States,"Seeing the wages of #Gamedevpaidme

I'm wondering.... what the typical wage of a game developer is in that field(Not interest, just curiousity)."
306,thePrestonHale,"Seattle, WA","#GameDevPaidMe
Sup nerds!

- 2013-15 | 32-44k — UCP Non Profit , Coordinator
- 2016-17 | 67-78k — NYC Charter School | Data Director 
- 2017-19 | 80k-100k + big equity —Teampay, Senior Full Stack Engineer
- 2019-20 | 145k — Final Strike Games, Backend Engineer"
307,NESbot_feed,IRC/discord,"Everyone should check out #GameDevPaidMe
https://t.co/vLKuuYw49V"
308,fahmitsu,Indonesia,"As for my #GameDevPaidMe 
Monthly &amp; in IDR

Intern Programmer at Gameloft ID: 1.8 mil
Programmer (then Game Designer) at Gameloft: 2.3 mil
Tech in Asia (journalist): 3 mil - 8 mil
Tech in Asia (chief editor): ~11 mil
Toge (marketing, PR, game design and writing): ~12 mil

(3/5)"
309,fahmitsu,Indonesia,"All salaries mentioned are:
Monthly
In million IDR (1 USD = 14k IDR)

Programmer
Junior: 2.4-4.5
Mid: 4.5-5.8
Senior: 6-11

Artist:
Junior: 2.2-4.6
Mid: 5-7
Senior: 5.3 - 10

Game designer: 2.3-7.5
QA Tester: 1-4.1
Journalist: 4.8-11
#GameDevPaidMe

https://t.co/3Q53QKtXi3 (2/5)"
310,fahmitsu,Indonesia,"The #GameDevPaidMe tag is great

I'm in for wage transparency &amp; helping people manage their expectations

In Indonesia, the media love to quote articles from US, which made crazy expectations from newcomers

Mini thread based on my experience &amp; the research I did in 2016 (1/5)"
311,Mego_Klaeri,"Toronto, Ontario","#GameDevPaidMe

Keep in mind im still pretty new to Game Dev here are some of my gigs:

 2D Artist - worked on 2 mobile games each were Rev share with this company. I made $0 until these games were released which I then split a 50/50 rev share with the company where I made-"
312,tingley,"Pittsburgh, pa","#GameDevPaidMe i took on &gt;$100k in loans to get a 'prestigious' Masters degree at CMU; positions out west offered &lt;$75k and req'd crunch &gt;75 hrs a week.

in pgh, companies offered $50k or less.

i left games before i started so that i could hope to pay off my student loans."
313,JD_Method,United Kingdom,"#GameDevPaidMe £80 per day at Asylum Entertainment, until they stopped paying me, then they went under without paying me for about four months of work. Lost out on over £6000."
314,TheGingerarchy,Philly,"The #GameDevPaidMe tag is kind of depressing. I've seen people mention a lot of very well paying roles with great companies that offered me positions, but ultimately couldn't accommodate remote work (which I require because of my lupus)"
315,iamBisteh,"San Francisco, CA",seeing your #gamedevpaidme  posts in the 100k's... https://t.co/XmyY17CMrB
316,PatrickHaslow,"Montréal, Québec","Transparency is good, but I have dealt with too many recruiters who would use #GameDevPaidMe as leverage in salary negotiations.  There is often an element of brinkmanship going there, so revealing your *current* salary  may be against your best interest."
317,theonlyrapante,"Malmo, Sweden","I feel having had my career progression through 4 different companies in 3 different countries it would be confusing to post; but if you need any advise about fair salaries in the UK, Germany or Sweden, let me know and I'll see to point you to the right information #GameDevPaidMe"
318,EvilShanon,San Francisco Bay Area,"#GameDevPaidMe

505 Games, Executive Assistant / Marketing Writer, 35k

EA Mobile, Sr. Mobile Writer, 75k

Agency side video game copywriter, $100-130k

Galaxyz (gaming start-up), Narrative Designer, 90k

Telltale Games, Sr. Writer $65-$75k"
319,JJTranslates,"Seattle, WA, USA","#GameDevPaidMe (white, queer) for localization &amp; QA work in Seattle:

$16-19/hr (pt) - Keywords at Microsoft  2014
$22/hr (contract) - ArenaNet 2015
$25/hr (contract) - Amazon 2016
$75,000 (ended salaried at about $33/hr) - Bungie 2017-19
$16/hr - team lead MS vendor 2019"
320,AnimeJune,"Berlin, Germany",The #GameDevPaidMe tag is super valid but it’s always relevant to balance it w benefits and location. One of my jobs paid really well but it was contract hourly - I had no PTO so I had to budget monthly to “pay” for holidays. I’m cheap so that meant I didn’t take many
321,vincstudio,"London, UK","#GameDevPaidMe

SEGA, German QA: ~£8/h (zero hours contract)

Square Enix, German Online QA: ~£14/h (permanent contract &amp; we got bonuses most years.) 

I have no idea how I managed to survive in London on these. I was ridiculously lucky with my low rent when I worked for SEGA"
322,ThatKevinWong,California,"#GameDevPaidMe USD, asian, nb (cis-passing), USC undergrad,

USC (Game Studies TA): $10 per hr
Skydance (Jr. Designer): $55,000-60k USD w/benefits
Freelancer/Contractor: $22-35 per hr"
323,AlbinoGrimby,"Los Angeles, CA","I’m Asian Am, BS/MS in CS, 15 yr career, age: 40. 

2005: EA eng intern, $50/hr 
2006: EA full time SE1, $86k
2014: EA SE2, $100k, laid off. 

Went indie for 2 yrs: -60k
(All this living in NorCal) 

In LA now at startup. 

 #GameDevPaidMe"
324,ItsMeAgentV,"Ann Arbor, MI","Check out the #gamedevpaidme tag if you want people's details on this. I've never gotten a salary for gamedev, so I can't speak to it myself."
325,pocinplay,United Kingdom,Want to know how much people in games get paid across roles and see if you're being paid the industry standard? Check out  #GameDevPaidMe &amp; add yours too - always negotiate and always ask for more. Remember that the numbers shown are adjusted for location too.
326,BryanRenno,"The Southland, CA","Alright I'll hit the major ones:
#GameDevPaidMe 
2010 $50k/yr env artist @ inXile
2011 $55k/yr env artist @ Telltale
2014-2015 $75k/yr env artist @ Insomniac
2015-2018 salary raise of $96k/yr
2018-2019 $108k/yr promoted to senior/sub lead
2020: (undisclosed)"
327,kyutahub,México,"#GameDevPaidMe so you're all rich, huh?"
328,BryanRenno,"The Southland, CA",Tried doing #GameDevPaidMe but realized it would be a few tweets lol
329,TRUTHAgg,Dot CA,#GameDevPaidMe made me figure out a lot of these people are overpaid lmfao
330,brielieve_it,"Austin, TX","#GameDevPaidMe
25$/hr (52k$ year) associate env
28$/hr (58k$ year) associate env
Pre-taxes, No benefits, contract, small relocation package, paid sick days

Cis white queer woman

Same job, just asked for more when contract was renewed

And it’s TX so rents like 1,200$ a month"
331,the_greg89,Montréal,"#GameDevPaidMe this is actually a super relevant subject. As a white game designer, in Montreal, all at Ubisoft;

- 2015-2016, Junior GD; ~35k
- 2016-2019, GD; ~45 to ~55k
- 2019-2020, Senior GD; ~60k (still waiting on this year's salary revision)"
332,ImpossibleScott,"Oakland, CA","#GameDevPaidMe 
2007-2009 Cheyenne Mountain Entertainment, JR software eng - $60K-$64K

2009-2010 Kaos Studios THQ, SW eng - $78K

2010-2011 Enemy Airship, Founder and Lead programmer - $24K (project funded $180K, received $90K)

2011-2012 38 Studios, SW eng - $95K"
333,BanishGuardian,"Gosforth, England","Ah why not I'll jump on #GameDevPaidMe

First job was a contract QA role for £14k plus overtime
Went to another job making less at £12.5k then went up to £16k and left that company as a QA coordinator making only £17k"
334,TheCodeTroll,Leamington Spa,"I'll join the #GameDevPaidMe tag too.
White, Cis, Leamington UK also. Programmer.
Junior 3 years 22k-24k
Experienced/Regular (4years to current) 24k-26k Then 32k-36k
Will be my 8th year working as a professional programmer right out of uni in July https://t.co/RJWlJiYXJ4"
335,apocalynds,"Toronto, ON","I'm a cishet white woman, living in Toronto (spensy). 
All rates are in CAD$
#GameDevPaidMe

2010: Concept Art Intern @ PC Casual Game Studio in Edmonton, AB, $18/hr
2011: 2D Artist @ Mobile Game Studio, $32k + benefits
2012: Lead Artist @ same studio, 50k + benefits
cont.. (1/2)"
336,KapuraMax,help im traped in this text bo,"#GameDevPaidMe - cis white male:
2014 - $1k/mo, then $2k/mo trying to do an indie thing
2015 - $100/day (~$2k/mo) remote contract indie stuff
2016 - $58k/yr junior gamplay engineer in Pittsburgh, PA
2018 - $94k/yr associate gameplay engineer in Los Angeles, CA"
337,bazooie,"Berkeley, CA","#GameDevPaidMe

QA - QA Lead, Crystal Dynamics &amp; Sony 2001-2004: $11 - $14/hr
Associate Producer -&gt; Design, Crystal Dynamics 2004-2008: $35k - $65k
Lead Combat Design, Big Huge Games 2008 - 2011: $65k - $75k
Sr Design, Epic, 2012: $95k
Sr Design, CrystalD 2013: $105k

1/2"
338,ghostordie,"Toronto, Ontario",The only relevant thing in my #GameDevPaidMe history is that I was working an $80k+ a year job as a Game Designer in AAA and was offered $42k a year for a one year contract (after months of interviews) by another AAA company in a more expensive city
339,NegikunArt,"Wisconsin, USA",@KaelArts No no I'm referencing the pay for a lot of people on the #GameDevPaidMe  hashtag
340,teamcandor,"San Francisco, CA",Join us for our weekly office hours on salary negotiation ☀️💙 #GameDevPaidMe : https://t.co/SgMBgSqWq9
341,SuspendSeconds,,"#GameDevPaidMe

White, cis, straight female.

QA (Canada) - 5 years: $10-11/hr. 

Had benefits originally, lost them a couple years in. Was leading teams and coordinating directly with the devs to make the testing plans. 

The raise was due to the province increasing min wage."
342,jbtuason,snzz,"#GameDevPaidMe - USD, white asian, nb, RIT grad, my parents helped me thru school
$4/hr at incubator program - Boston
$25/hr + benefits for contract junior position at IG - LA
$65/yr when hired fulltime for salaried position
$78/yr when promoted to mid level"
343,raspofabs,UK,"#GameDevPaidMe is making me realise two things.
1) game devs are underpaid for for the amount of money the industry makes off their work.
2) I'm getting paid less than half of what many other people with less experience are getting.
Conclusion : don't get into games."
344,smovs,canada | he/him | 25,"#GameDevPaidMe wage transparency helps us all.

as a white animator in ontario 🇨🇦
$560 CDN/wk 3D anim intern @ D.E. 
$50k CDN/yr Junior 3D Animator @ r*ckstar 
$68K CDN/yr 3D Animator @ r*ckstar 

PLUS annual raises &amp; ~10-20k yearly bonus"
345,FanButtonNews,The Internet,"#GameDevPaidMe is fantastic. Just note that if you see devs not sharing, don't assume it's because they're paid too much - it *could* be that, but it could also be that they feel underpaid and / or fear that revealing their pay would embarrass their employer &amp; have repercussions."
346,APlayingField,Denver,"Worth pointing out that a number of people using #GameDevPaidMe (me included) have mentioned their first job being a really low-paid QA position on their path to higher positions, but I'm seeing pretty much nobody currently in those positions speak up. This needs to be examined."
347,tanyaxshort,"Montreal, Canada","#GameDevPaidMe adjusted into USD, all+benefits after 2008
2003 unpaid internship &amp; community work
2004 subcontractor for 505 Games/Bungie: $15/hr
2008-2012 Funcom, AI Designer/Dynamic Designer: $70k
2013-2014 Kitfox founder/CEO: $20k
2015-2017 Kitfox: ~$40k
2018-now Kitfox: ~$50k"
348,DuncanTreadgold,,"Well up for this #GameDevPaidMe thing. Honestly I've always thought it's crazy that every company I've worked at has a policy that says you are not allowed to discuss it, I kind of get it but If you think someone is worth an amount then you should be able to justify it."
349,DuncanTreadgold,,"#GameDevPaidMe - Leamington, UK. Living cost is fairly high but not London prices. Programmer. Fuzzy memory

1st - juniour / regular (2 years) 18k to 28k ish
2nd - regular / senior (4 years) 28k ish to 45k ish
3rd - regular (2 years) 37k - 39ish

not saying current (senior)."
350,Gamedev_Rose,,"Okay. #GameDevPaidMe
White, Bi trans woman, 9 years QA experience.
Sony San Diego QA Tester: $12/hr-$15/hr no benefits/vacation.
Cryptic Studios bay area QA/asst. QA Lead: $16/hr-$29/hr benefits and vacation.
Unknown Worlds QA Lead Bay Area: $65k plus benefits, vacation, bonus."
351,alienfirst,"Kirkland, WA","#GameDevPaidMe I WISH I could find my tax returns for when I had my game studio job. If I recall, my yearly salary equaled out to about $16/hr. Production artist, with a BFA. It was… very bad. In my time there, I think I got a 25 cent raise. This is Seattle, mind you."
352,kungfusquirrel,Bellevue WA,"Won't be talking game dev/much else here for a while, friends/mutuals can hit up @punderlord in the meantime (my #GameDevPaidMe is there, too, for now)

Anyway here's W̶o̶n̶d̶e̶r̶w̶a̶l̶l̶ a handy list of resources/points of contact/donation links/etc. https://t.co/Z5DIGJwu44"
353,ebeinke,"Austin, TX","#GameDevPaidMe

(Boston)
- 2008 intern LD Turbine: $10/hr no benefits
- 2009 GM Turbine: $16/hr no benefits
- 2010 LD Demiurge: $20/hr no benefits
- 2011 Jr + reg LD Irrational: $26k/yr started, ended at $50k

(Austin)
- 2014 LD at Certain Affinity: $78k yr started, now $88k"
354,andrewcrawshaw,"Leeds, Yorkshire, England","Wildly varying salaries being quoted by #gamedevs from around the world (see #GameDevPaidMe ).
The option to work remotely - something the whole industry has just spent 4 months trialing - will give expensive-to-run studios and lower paid devs something to think about in future."
355,Anim8der,Opinions are my own.,"(Don't want to disclose current salary without making sure my teammates are comfortable with that.)

#GameDevPaidMe freelance rates:

started out at $85/hr for animation and rigging

now can demand $100/hr animation, $125-150/hr tech/rigging. depends on job reqs."
356,Anim8der,Opinions are my own.,"#GameDevPaidMe

43 year old white male, 22 years XP.

$36-104k - animator up to principal tech animator, Volition (1998-2010)
$115-142k - lead animator, 5TH Cell (2010-2016)
$120k - Animation Director, First (Final) Strike Games (2017)
Currently at Thekla (2017-present)"
357,toxi,London,Wide spectrum: #GameDevPaidMe #AnimationPaidMe
358,HailstormDavid,AZ,"Me, as part of a two person indie team, looking at the  #GameDevPaidMe hashtag. https://t.co/vZYMTE1IgJ"
359,valentinaChrys,"Edinburgh, Scotland 🇷🇺 🇬🇷 ","#GameDevPaidMe is an excellent hashtag!

Where are all the UK peeps though?"
360,faerie_sarah,"Cockeysville, MD",I think looking at #GameDevPaidMe we can all agree QA is underpaid regardless of where they work/how much experience they have
361,osamadorias,Montreal,"#GameDevPaidMe

41 year old male POC. 13 years experience. All salaries in CDN as an X designer, in Montreal:

35-50k - Game / Narrative @ Gameloft
60k - Lead @ GEE Media
70k - Mission / Game @ Ubisoft
80k - Senior / Lead @ Minority Media
Can't disclose - Senior / Lead @ WB Games"
362,GenevieveFT,Montréal (Canada),"#GameDevPaidMe During the 2-3 years I worked in the game industry, after a yearly evaluation, I talked with my lead artist, and friend, about my raise. 52k (2D artist in a mobile game company-less than 3 years experience)"
363,paulreinwand,"Portland, OR","#GameDevPaidMe 👇 I’m white, cis, and gay

2018, 2019 - Fogbank/Fox - $90/hr
2019, 2020 - Naughty Dog - $85/hr

Both positions were remote freelance

2018 - Bungie - $650/page pencils/inks, for 11 page comic

An outlier, as it was paid by studio, not thru a publisher"
364,SarahBoevingArt,"Michigan, USA","-$18-20 per hour at start up Ed tech
-$25 per hour on CampCamp s3
-$30 per hour on ST3:the game
-$30 per hour on Picture Cross
-$30 per hour on REM Cycles #GameDevPaidMe (mind you these are all short term freelance based)"
365,_Chorge,Berlin / Germany,"#GameDevPaidMe is a great idea. If you are not knowing what your game dev peers make, you can negotiate fair wages

I get 400 Euro per day as a freelance game programmer in Berlin ( Germany )

~14 years of game industry experience, unreal, a.i. &amp; c++   

https://t.co/38x0FPc3Mb"
366,ConnorEFallon,"Seattle, WA","Okay let’s do this.
#GameDevPaidMe 

45k-&gt;50k Game Designer, Schell Games, Pittsburgh 2013
75k-&gt;80k, Game Designer II, ArenaNet, Seattle 2016
90k-&gt;??? Senior Game Designer, ArenaNet, Seattle 2020"
367,paroxia,España,"Let's just say that 5000€ sounds like good money for 3 months of work, at least by spanish standards, but that just works if have always a project on, which unfortunately doesn't really happen. #GameDevPaidMe #GameAudioPaidMe"
368,paroxia,España,It's usually a 3/4 months job per game and often we're are not working exclusively on just one project. We also do some animation &amp; video stuff so it's impossible for me to set a monthly estimated wage. #GameDevPaidMe #GameAudioPaidMe
369,paroxia,España,"80/200€ per minute of music
6/12€ per SFX

For a complete SFX &amp; Music pack for a small indie game we have charged around 4000€ to 13000€ depending on factors such as the type and amount of work required and even where do our client live (that's a thing, yeah). #GameDevPaidMe"
370,paroxia,España,"As freelance musicians &amp; sound designers is difficult for us (@redforge) to talk about a monthly/year stable income, since it's reeeeally random. It also really depends on many, many factors. But we have moved along these:

#GameDevPaidMe #GameAudioPaidMe"
371,RyemcaGames,Ireland,"Gonna do this whole #GameDevPaidMe thing

550 euro per month as a QA intern
For 6 months

Then 24k per year as a junior level designer moved up to 26k per year after a few months 

Not great especially with how expensive Dublin is but there's not many game companies in Ireland."
372,JoshuaDav,"Dallas, TX",Interesting hashtag with game devs across the industry sharing their salaries: #GameDevPaidMe
373,Spiffy_DE,Singapore / Los Angeles,"#GameDevPaidMe

I'm not comfortable sharing any current numbers but I do feel like I need to share that for 3 years,

Comms and publishing guy, 500 USD base salary per month, Riot Games plus Airbnb stay &amp; stocks lul. 

It was my first job in the industry and I wasn't as smart. https://t.co/pg0NfvimIU"
374,renaudbedard,"Montréal, Canada","#GameDevPaidMe made me stop and wonder... is there anything in my contract that prevents me from sharing my salary? There's so much taboo about it that I can't recall if it's because I'm not allowed, or just because nobody does it."
375,SunlightAuras,,#GameDevPaidMe #AnimationPaidMe are such important tags for anyone who’s starting a career in the field or need an idea as to what to ask for. I’m glad people are speaking about their salaries.
376,teriarchibbles,"San Francisco, CA","I FINALLY got a raise to 66K in 2018. One month later I was part of yet another mass layoff.

10yrs experience as a 2D game artist and I never made more than 66K in SF ✨ Wish it hadn’t been taboo to talk rates/salary so I could fight for my worth sooner

#GameDevPaidMe"
377,pkkaos,"Seattle, WA","#GameDevPaidMe exists for transparency about wages in order to level the playing field. Here are some of mine. (remember to include your location and currency, and possibly benefits if in the US, because those make a HUGE difference)
Posting mine below-"
378,GraczykMatt,LA,"Ok yeah let’s do #GameDevPaidMe

All $ in USD, all Env Art except the first

Freelance car 3D art, 2012, 15 - 20 / hr
2013 - 2015, Reactor Zero, MI, $19 / hr
2015, Startup Game Studio, MI - 20 / hr
2017, Method EXP VR, Santa Monica CA, 55 / hr
2019, Insomniac Games, 85k salary"
379,FurburnerArt,United States,#GameDevPaidMe 25/hour for art direction.
380,GamesByKinmoku,"Frankfurt, Hessen",Wow #GameDevPaidMe has really opened my eyes. Y’all rich or what?
381,disco_jill,"Montréal, Québec","salary transparency benefits everyone:
* 2019, #GameDevPaidMe equiv of $36k USD freelance narrative design, lots of ups &amp; downs.
* 2011 Starting salary as a staff writer was $45k 
* Yearly average ~$45k

Cis straight ww, 20 yrs tech, 9 games. Amounts adjusted from CAD."
382,UnicornDevGames,gumroad.com/shayleenhulbertart,"Artist here! #GameDevPaidMe
-First job in a mobile company £23k a year
-Was there for 2.5yrs and my wage was £25k (the same as another person with twice my exp who had been there for 4yrs) 
-The next person who took the same role as me 2yrs later was given £20k as a starting wage"
383,teriarchibbles,"San Francisco, CA","#GameDevPaidMe I was paid 48K when I was hired at Zynga in 2011 as an artist. I was desperate for work after being laid off at another game company in 2010 making 30K. I fell for the “ppl get quarterly raises, you’ll make X amount in no time” line. 2months later company went IPO"
384,Roxyorz,New Jersey,"#gamedevpaidme
All are USD New Jersey/NYC, which is a high cost of living area in the US. All are before taxes. All include full benefits.
Jr programmer (generalist) 2011- 65k
Programmer (gameplay) 2012- 78k
Sr programmer (generalist) 2014- 91k
Lead engineer 2020- 115k"
385,Misfortuneee,La,#GameDevPaidMe just reminding me how chronically underpaid artists are. 😬
386,AlpacaAsh,"Austin, TX","#GameDevPaidMe
Advice from a dev who relocated across the US multiple times for work. Don't forget to negotiate for relocation packages to cover your move. A relocation package SHOULD cover the whole move. If it doesn't, you might want to reconsider if they won't go any higher."
387,janamakesgames,"Berlin, Germany","#GameDevPaidMe 
Year 1-4, Localization QA: 37k CAD (benefits)
Year 4-5, Junior Writer: 35k CAD (one bonus of 1k)
Year 5-6, Writer: 59k CAD (no bonuses, benefits)
Year 6-7, Writer: 85k CAD (no bonuses, benefits)
Year 7-9, Senior Writer: 90K CAD (bonuses, no benefits)"
388,megraeart,"Fort Worth, TX","Playtest Intern - $8 an hour
Temp Playtester - $10 an hour

Freelance game art rates - $20 - $28 an hour

#GameDevPaidMe

My rates will always feel low because I live in an area where cost of living is low, but I hope I can actually earn a salary some day..."
389,Aly_Amez,"Los Angeles, CA",same with #gamedevpaidme https://t.co/BC9EeDT3xs
390,gabbydarienzo,"Toronto, Ontario","I’m happy to see #GameDevPaidMe trending! Salary transparency is so important, especially for folks new to the industry who may or may not know what is considered fair compensation. 

I’m going to share mine here ($ in CAD) 👇"
391,GoodMorniiing,she/her | NC,"Reading through #GameDevPaidMe is wild to me. Especially when looking at community work numbers.
Granted it is based on location and if these positions offer benefits. But i appreciate the transparency in the community"
392,eldritch48,"Vancouver, B.C. Canada","#AnimationPaidMe #PublishingPaidMe and #GameDevPaidMe are crucial to people taking control of the industries they work in.  Knowledge is power, and everyone wins when everyone knows."
393,lazerbreadryan,"Huntsville, AL","#GameDevPaidMe As a white straight cis gendered dude in Alabama, I made this:
Mentor Graphics, intern: $14/hr
Torch Technologies, software dev: $65k a year
SAIC, game dev engineer: $86k a year

I am at about 3 years experience now with a BS in computer science."
394,tiedtiger,Seattle,If you want to figure out a studio budget (say if you’re thinking of starting one up) the #GameDevPaidMe thread is a goldmine.
395,DaveTheGame,"Burtonsville, MD","Hey #GameDevPaidMe #RealGameIndustry folks - I’ve worked with dozens of board game and RPG companies and am not shy about money talk so if you have questions about rates, contract details, feel free to email me at my first name @ https://t.co/RNTMaWQ6AK"
396,amilanuh,,"#GameDevPaidMe

Joining along, I believe in salary transparency. As a background I have a BS in Game Art &amp; Animation, am a white woman, and have negotiated both salaries.

▪️UI/UX Designer $52k USD (Remote, Burlington VT, USA)
▪️UI Artist $60k CAD (Montréal Canada)"
397,_chirographum_,,"#GameDevPaidMe
Context: Montreal; MA English Lit; 4 yrs in technical writing: 18 yrs in gamedev; CAD) 

Tech writing: 50K
Mobile game designer: 45K
4 yrs freelance: 25-45/hr. 
Part time educational game design: 36K
Lead game design: 43K to 89K over 11 yrs"
398,TheMageling,North Carolina,"Okay #GameDevPaidMe, let's break it down:

In QA in 2007, about $8/hour then got hired full time at about $20k
Started as a Mission Scripter in 2009 at $32k
When I came out as a trans woman in 2016 I was a Senior Game Designer making $55k
Now I'm a Lead Game Designer at $75k"
399,yeojoey,"Pittsburgh, PA",i wanna see #GameDevPaidMe for singaporean game companies but if anything the stigma over sharing one's salary is even higher in SG than the US
400,gwendybee,,"I'm starting to see #PublishingPaidMe, #GameDevPaidMe, and #ComicsPaidMe going around -- can we get a #TTRPGSPaidMe going too? Wage transparency helps everyone!!"
401,norrit,Houston TX,#GameDevPaidMe '17 $60k Linux engineer #6ftstudios '18 $65k Linux/Jr. Devops Engineer. No more #houston based game devs. 😭😭😭😭
