,user,location,text
126,sulistoryart,"Whittier, CA","#animationpaidme

2018-mid 2019: 22.5/hr | 900weekly as a storyboard artist, 
Mid 2019-2020: 25/hr | weekly as a storyboard artist
2020- now: 27.5/hr | 1100 weekly as a storyboard artist.

I know buddy’s wages were always way too low, but I’m also well aware—"
127,Mirakelsey,Los Angeles,"#AnimationPaidMe Let's start with the non union work

2014: Layout @ ADHD 1000/wk
Storyboard @ Titmouse 1150/wk, in 2015 I got a raise to maybe 1250/wk
2016: SB @ Starburns 1700/wk
2017: SB @ Octopie 1200/wk, independent contractor

Only Titmouse had healthcare"
128,pupchans,🇵🇭 • nyc • she/her,"the #AnimationPaidMe tag has been so eye opening for many students and recent grads who still don’t know how to price their time and art. 

Thank you to all the industry professionals for being transparent and pushing us to make sure we’re getting paid what we artists deserve"
129,msdasdas,btown,"#AnimationPaidMe As an animator in Toronto:
2019: $750 CAD/Week 
2020: $900 CAD/Week"
130,INDECISIVE_JEW,"Fullerton, CA","#AnimationPaidMe
2018: Hothouse: Animator $1000/wk (found out after that all 20 other animators made at least $200/wk more lol)
2019: Titmouse (Union): Animator $1665/wk
2019: Bento Box (Union): Animator $1800/wk as temp, got moved up to full time at $2004/wk"
131,Acuna_Mattata,"Burbank, CA","Wage transparency let’s goooo

Frederator Freelance: $400-500 per script
Bento Box PA: $600 per week

#AnimationPaidMe"
132,hiitsmeyanii,NYC,"Keeping tabs on pay within the animation industry. NY is not unionized so its important to see these numbers 🤔
#AnimationPaidMe https://t.co/moWt92YQta"
133,MeganRoseRuiz1,"Los Angeles, CA","If you're ever curious how much I get paid for freelance or full time work, feel free to DM me :D I've always been open about this in messages esp with greener artists. #AnimationPaidMe"
134,flavinflave,California,"Ooh I love sharing pay data! #AnimationPaidMe 

First Job CNS DPA - $45k a year, I was hourly not salary

Second Job Bento - I get paid $17 an hour, but I’m a PA so this is fairly high compared to most studios

Freelance Unbound Publishing illust - I want to say I got paid $6k?"
135,CWFoxfaer,,"Bento Box: $800/week for animation, compositing, and other random tasks. ~2 month project. My first job out of college!
Adult Swim: $200/day for full animation + environment painting 
 
#AnimationPaidMe"
136,AnimComplex,NYC,"#AnimationPaidMe

I started in 2015 at ~$32K/$15hr at Blue Sky Studios as a PA. Non union, in CT. I could not afford rent without roommates as a 26 year old. 
I also learned that when including both the rent stipend and the payment, the interns made more than the PAs."
137,tvmanoise,They/Them/Theirsville,"Dreamworks PA (2015 - 2016)
- $13.75/hr

Cartoon Network PA (2016 - 2020)
- starting: $17.55/hr
- current: $19.97/hr

Four years working with max raise every year and I haven't reached $20/hr pre-tax! #AnimationPaidMe"
138,BahriMinor,Anarres,"I can convert your website into webview app for android. Please look for this: https://t.co/v4Erby1vSL

#Ferrell
#chrispine
#AnimationPaidMe
#OddCostcoPolicies
#ThereIsAbout100
#JamesBennet
#8ToAbolition
#ThingsWouldntBeTheSameWithout
#NXTTakeoverInYourHouse
#BlackintheIvory"
139,insertdisc5,"Toronto, Ontario","#AnimationPaidMe
(CAD, pre-tax, in Toronto, 2D animation)

Animation Revisionist, 2018: $900/week

Junior Animator, 2018-2019: $1000/week &gt;&gt;&gt; $1100/week after raise
Senior Animator, 2020: $1250/week"
140,RaRaRokuri,"Vancouver, British Columbia","might delete later but anyway here's mine #AnimationPaidMe 

2016: $950/wk
2017: $1000/wk
2018: $1075/wk
2019: $1100/wk

thanks I hate it.
Don't be passive like me, always ask for more 💰 they can't make shows without us"
141,LetItMelo,,Studios looking at all these #AnimationPaidMe tweets like https://t.co/OyrTX3wXtV
142,AbyssKit,"Idofront, Sea Of Corpses","#AnimationPaidMe #GameDevPaidMe
Not so interesting as I've worked the same job for 6 years, but...
Started off as a Junior Previs Artist at £20k a year. After a few incremental payrises and going full-time, I was promoted to Senior last year and now I'm on £34k.
Yay transparency!"
143,Jonezee99,Los Angeles,I’ve had recruitment folk at 3 major US studios reject my salary ask with ‘we can’t have new hires earning more than established employees’ - isn’t that a kind of wage suppression? It’s not competitive &amp; how do we hope to stay on top of inflation/living costs? #AnimationPaidMe
144,deltanova_,"Vancouver, BC","#AnimationPaidMe 

Wages listed are gross income per week:

2018: 2D Animation Intern (Bardel) - $550 CAD/$410 USD
2019-2020: 2D Animator (Atomic) - $950 CAD/$708 USD

If you work in animation I encourage you to share what you make! Wage transparency is super important!"
145,BHearnden,"Montpellier, France","Rather than go into total details i'll sort of just round up/down to the nearest 100 #AnimationPaidMe 

2014 - 90 per day
2015 - 110 per day
2016/17 - 1800 per month
 
Since 2018 it went up a lot more (partly because of working in London) (1/2)"
146,bjg921,"Boston, MA","@DommiFox Understandable! I feel in the same boat, I’m only in my first position in the industry but the #AnimationPaidMe is extremely enlightening 👏"
147,_eliyanii,A Suburb of SELA,"#AnimationPaidMe For transparency the Santa Monica studio i work(ed??) is mainly a commercial studio not TV/Feature. I was freelance part time w/ no benefits and still paid income taxes.
After Jun 2019 i worked 40hrs/week.

PA/Runner 2018-2020: $14/hour"
148,JohnWilinski,"Minneapolis, MN","#AnimationPaidMe 

2016: $250/day Storyboard Revisionist on Amazon Prime series

2017: $35000 yearly salary as a designer at local small studio

2018: $200/day Color Stylist on Netflix series

Current freelance animation rate: $300/day"
149,WhoTrendedIT,,Wow. @denniebright and @molleindustria are responsible for trending #AnimationPaidMe in America. I have spoken.
150,Kerkopes,Check linktree for web novel,"#AnimationPaidMe 

Freelance action storyboarding $500(total) for 4 animatics, was my first job...

Freelance storyboarder + animatics $75/hr 

Comic sketching $75 per page"
151,erkshnrt,Canada,I'm still uncomfortable publicly posting what I've been paid in Vancouver as a storyboard artist but if you want to hop in my dms we can talk. We need to unionize here. #AnimationPaidMe https://t.co/zXopYjDpY5
152,NaomiRomeroArt,Ohio w/ a pack of dogs,"#AnimationPaidMe 

I’m a freelancer but I am pretty firm at being paid at $75 an hour for freelance character design at Nickelodeon, Sesame Workshop, Spin Master, and more. I am not sure if my rate is considered normal, too high or too low since freelancers don’t often share?"
153,_spatsula,pepis room,also converting cad to usd and looking at the #animationpaidme tag to the LA/USA counterparts is making my stomach hurt LOL IMAGINE HOW MUCH THE STUDIOS YOU OUTSOURCE TO IN THE PHILLIPINES AND KOREA AND ELSEWHERE MAKE
154,leolovesdogs,bad jokes,"#AnimationPaidMe 12.50/hr motion graphics intern 🙃 

Looking at all of these has been so helpful tho and im terrified to be a professional dndhdk"
155,nottodaygravity,"Twin Cities, MN","#AnimationPaidMe I’m all for pay transparency!!!

2013 - $10/hour anim intern Make
2015 - CAD $850/week Copernicus (~$15/hour USD)
2016 - $25/hour Hero4Hire
2018 - $25/hour Rooster Teeth
2020 - CAD $75/second of anim Titmouse Van (~$19-27/hour USD)
2020 - $23.75/hour Awesome Inc"
156,PotentialFA,"Vancouver, British Columbia","#AnimationPaidMe In CAD
2016-2018 Anim (Titmouse): 950-1050
2018-2020 Scene Setup (Titmouse): 1100-1130

I've been trying to get a raise for doing approx 3x more work in 2019 than I did in 2018. I was told I was lucky to get a $30 per week increase, less than a dollar per hour."
157,DommiFox,London / North Yorkshire,"#AnimationPaidMe
I was close to posting, but uncomfortable broadcasting to the world in the end. There's still a large taboo around this in the UK.. I hope to be fully transparent some day but for now, DM me if you'd like to know or want to chat about rates, EUROPE EDITION ✌️"
158,cassie_levin,"Fullerton, CA","#animationpaidme

Production Intern DWTV 2019: $14.25/hr. $570/wk full time 
Production assistant DW Feature 2019: $16.25/hr. $650/wk
Production assistant DW Feature 2020: $16.75/hr ( after annual performance raise) $670/wk"
159,d00dbuffet,,"#AnimationPaidMe $0
the episode is still dope though https://t.co/hu8MkpQHEp"
160,UArtsAnimation,"Philadelphia, PA","Students, alumni! Take note: #AnimationPaidMe"
161,Larapic,"London, England","This whole belittlement has made me and a discouragingly big amount of people be in a situation where we have to flee our countries, and sometimes try hard to get hired by american studios in hopes of a better pay. Which I will tell you, it's not easy lol. #AnimationPaidMe"
162,Grind3h,LA,"#AnimationPaidMe 
NYC:

2013-2014 Animation CU- $12.50/hr
2015-2018 Animation/Board Revisionist/Anim Retakes - $15/hr -&gt; $21.25/hr -&gt; $26.25/hr -&gt; $27.50/hr

LA:
2018- Animation- $1200/wk
2018-2019- Design Assistant/Anim Retakes- $1665/wk"
163,masterfisk,"Los Angeles, CA","#AnimationPaidMe

I’ll add to this pool since wages comparison btw Thailand and USA might be interesting to some ppl.

the monk studio, Concept artist 2013-2014(Bangkok, Thailand) 18000 bath/mo. (571.61usd/mo)

pure imagination studios, Jr. Artist 2019-2020 (LA) 18.5 usd/hr"
164,allisonperryart,"Los Angeles, CA","#GameDevPaidMe 
2016-2017: $72.8k, concept artist, now-defunct VR start-up 
#TechPaidMe
2017-2019: $95-100k, storyboard &amp; concept artist, Snap Inc.
#AnimationPaidMe 
2019-2020: $115.8k, visual development (feature), Skydance
2020: $150.8k, visual development (feature), Netflix"
165,JonMcgaggles,"Los Angeles, CA","Starburns: $1500 a week. 
#AnimationPaidMe"
166,ServalSketch,"Burbank, CA","#animationpaidme
$15/hr WB prod intern
$13.25/hr DWTV development prod intern
$13/hr DW/Uni character art intern 
$15/hr Nick prod intern 
$750/wk Nick PA

all are wages sans tax taken out of course and my current PA is more like 500/wk with benefits and tax."
167,keiso_nyx,,"😭 Looking at  #AnimationPaidMe and realizing as a freelancer, I’m paid waayyy below that. Tho it could be chalked up to regular ppl hiring me. I’m still applying to studios. These prices are depressing either way"
168,essrose,,"Oh, we’re doing #AnimationPaidMe, too? Okay, the most I’ve ever made was $2000/week for character design on the ZIM movie. My first job paid $1000/week for character cleanup on the ZIM series back in 2000."
169,LudoDoodle,"Vancouver, British Columbia","Wage transparency helps! 

Paid weekly. CAD amounts have been converted to USD for relatability to US studios. 

2015 Bardel- Full Animation- 715 
2016-2018 Bardel- Storyboard- 1,000
2018-2019 Titmouse- Storyboard- 1,190
2019-2020 NDA Storyboard- 1,190

#AnimationPaidMe"
170,SenorWoberto,"Philadelphia, PA","my animation gigs so far have been exclusively freelance and one remote gig but here's what I can say #AnimationPaidMe 
german twitch streamer: 300 per animation with four total over several months
cartuna: 600 p/week and I was let go after one week

someone give me a job pls"
171,bowendesign,London,"Reading the #animationpaidme and wow, the rates in the US area something else compared to the rest of the world. I've written a STORYBOARD rate card here for #UKanimation peeps - https://t.co/jhiI4VC9Yl"
172,WickedInsignia,"Melbourne, Victoria","#animationpaidme all in USD (Converted from AUD, NZD)

BES Animation: BG Artist, $696 week, 8hr day
Working Dog: BG Artist, $696 week, 8hr day.
Studio Moshi: Lead Artist, $777 week, 8hr day.

WETA WORKSHOP: Concept Artist, $615 week, 10hr day.
Rent was $156 a week + net, gas."
173,GregoryRich19,"Los Angeles, CA","#GameDevPaidMe #AnimationPaidMe #VFXPaidMe - (24 cishet Asian)

Summer 2016 (undergrad): Technical Intern - unpaid
Summer 2017 (undergrad): Technical Artist - $20/hr 
2018 (3 months): Technical Animator - $25/hr
2018-Present: Pipeline Technical Director - $30/hr, bumped to $35/hr"
174,lexlambs,"Burbank, CA","#AnimationPaidMe 

Production Intern 2018: $525/week 
Production Assistant 2018-2019: $650/week
Production Coordinator 2019: $900/week
Prop Designer 2019-2020: $2050/week

All at in-house at union studios in LA."
175,KarliCartoons,"North Hollywood, Los Angeles","Shadowmachine: $1500/week
Hot House: $1200/week (originally $1100, negotiated up, approved)
Titmouse: $1665/week (tried to negotiate up, rejected)
Bento Box: $1800/week (tried to negotiate, rejected)
Octopie: $1400/week (tried to negotiate, rejected)
#AnimationPaidMe"
176,marcosrenedraws,"Los Angeles, CA","I have had only one job but #AnimationPaidMe

2020 : Netflix-Visual Development $59/hr $2360 (before taxes) $1560 after"
177,SimplyRobotix,NYC,Whew now THIS #animationPaidMe is gonna be something https://t.co/gBzgzfpM4I
178,Larapic,"London, England","Later, been paid 1.5k monthly for 4 months, followed up by a 23k yearly salary &amp; a 31k yearly salary afterwards. 
I'm very sad that this is like this because even on my later gigs, some of them are not that well paid for whatever reason. 
This is Spain-France-Uk
#AnimationPaidMe"
179,Larapic,"London, England","God #AnimationPaidMe is killing me softly, those wages are something people on this side of the pond can only dream of. 
I started with 1.5k for a full year of work back in Spain and freelancing gigs for about 200 € a week, 
+"
180,moongunk,"Charleston, SC","What I'm learning from all these #AnimationPaidMe , x-paid-me things is that no one in any media or entertainment industry is paid enough to live at the first few entry levels. And that needs to fucking change."
181,aralcle,"Burbank, CA","#AnimationPaidMe 
2016 CN intern - $7.35/hr
2017 DWTVA intern - $10.50/hr
2018-2020 CNS digital PA - $22/hr

and DPAs get paid MORE than PAs...
4/5 of my income goes to rent. production does not have a union and we're rarely acknowledged/thanked.
wage transparency is important."
182,nicnak044,"Ontario, Canada","#AnimationPaidMe 

2016-Animator
Bardel (Vancouver) - $650cad/week (Rejected)

2016-2018 (Character &amp; Prop) Design Artist
Nelvana (Toronto)- $900cad a week 

2019 (Character &amp; Prop) Design Artist
Nelvana (Toronto)- $1000cad a week"
183,MimimiCee,mimichiuart@gmail.com,"#AnimationPaidMe
(Taiwanese, Non-binary, 25 yrs, pre-tax)
2017-2019 Production Assistant: $240/day
2019-2019 Animator: $200/day
2019-2020 Animator: $300/day
Freelance projects (individual, range): $200 - $3600"
184,Bunnynaut,"Burbank, CA","#AnimationPaidMe 

2013- 10.5/hr CU animation with NY titmouse
2014- 2017- 15/hr animator with titmouse, eventually reached 25/hr by 2017
in 2018 we moved NY -&gt; LA
2018- 1200/wk in animation w TM
2019- 1665/wk as a board revisionist with TM
2020- $2400/wk board artist w Bento Box"
185,jakestrick,"Burbank, CA","I see an #AnimationPaidMe tag going around and I just want to point out that animation production will be paid a lower scale than union or even non-union! You can't have a show without production, so why aren't we covered by the animation guild too?"
186,tomsmithcartoon,"Los Angeles, CA","#AnimationPaidMe (weekly rates) -&gt; means raise

2011 - 2016
Stoopid Buddy
PA: 400 -&gt; 600 
Storyboard Artist: 1100 -&gt; 1400
Storyboard Sup: 1650

2016
Nickelodeon (union)
Storyboard Artist: 2400 (!!!)

2017-2018
freelance for 9Story
Storyboard Artist: 2000 (and taxes went way up)"
187,kartewnboi,saint louis//chicago,#AnimationPaidMe nothin. gimme a job. please
188,_spatsula,pepis room,me seeing the #AnimationPaidMe as a canadian animator https://t.co/IbjlYRNMUS
189,Liein3,"Burbank, CA","2019 PA: 700/wk

2020 Production Secretary (3 different projects simultaneously): 880/wk

 #AnimationPaidMe"
190,abellehayford,They/them,"#AnimationPaidMe
(Non-binary,Black,22 yrs /pre-tax )
WBA production intern 2016-2017- $12.50/hr
WBA production intern 2018-2019-
$15.00/hr
 Development for Shadowmachine 2020- $1000 for 5 character designs(no turn around) 
WB Freelance color design 2020- $45/hr"
191,colordesign839,Los,Our Committee hosts an anonymous rate database that any professional Color Designer is welcomed to access. Reach out to us for the link: colorisdesign839@gmail.com #AnimationPaidMe https://t.co/rr2vBiRlKI
192,denniebright,"New York, NY",Call me when the #AnimationPaidMe tag includes non union wages outside of LA cause lemme tell yah... THEY AIN’T GOOD
193,overlysalty,"Halifax, Nova Scotia","#AnimationPaidMe 
CAD$, east coast, working on BG production teams

2016-2019: $850/wk, BG paint, BG Layout, BG Revisions (no benefits; legally mandated 4% vacation pay. This is across 2.5 contracts.)
2020: $1300/wk, BG Layout Super (employer offers benefits/vacation, a plus)"
194,my2k,raincouver,"#AnimationPaidMe $1700 every two weeks, net. Vancouver's animation scene is amazing but this part is not. That's my rent, yknow?"
195,Matt2Dee,"London, England",Me trying to figure how much Americans make per month after taxes and Rent #AnimationPaidMe https://t.co/y5LKmkMl5I
196,_cosmic_cat_,"Denver, CO","Hey since #GameDevPaidMe is trending, can we get #AnimationPaidMe trending too? As an aspiring animator I'm trying to scope out the best fields/positions and companies to work at."
197,hospitalvespers,"Vancouver, British Columbia","#AnimationPaidMe in CAD:
2014 Board Revisionist, 800/week George Elliot

2015-2016 Key Animator, 900/week Copernicus

2016-2019 Scene Setup, BG Layout/Paint, Colour Styling, 1050/week Titmouse

2019-2020, BG Layout/Paint, 1300/week Atomic

2020, Colour Styling, 1300/week Titmouse"
198,MrBowmanMakes,"Sydney, Australia","Glad to see #AnimationPaidMe happening. The secrecy around who earns what where hurts all industry wage growth, and without a union, animators are otheir own.

That’s why I’m so grateful I’m part of @TeachersFed now I’ve become a teacher, strong unions mean strong worker rights."
199,breanimator,Greater Los Angeles area,"All before insurance and taxes

PA: 600 weekly 
Design Coordinator: 800 weekly
Post Coordinator: 800 weekly
Production Coordinator: 800 weekly
Production Coordinator: 900 =&gt; (raise) 1000 weekly 
#AnimationPaidMe"
200,edentimm,27-she/her-vancouver,"#AnimationPaidMe 
2012-2016, various 2d/3d contracts:
$600-800/wk 

2016-2017, 2d animator then lead:
$1000-1100/wk

2018-2019, anim supe:
$1250-1500/wk"
201,ramochan95,"Burbank, CA",PA for 7 departments and runner $599 -&gt; /50hr wk no overtime  #AnimationPaidMe #drawingwhileblack #BlackLivesMattters https://t.co/UPEsAuq5t7
202,JeremyFuscaldo,"New Jersey, USA","I wish I was making this much period. I am still trying to break into the animation industry and haven't made enough money from my convention appearances nor had any steady work.

To any animation studios looking to hire over the summer, I could use the work!! #AnimationPaidMe https://t.co/k2P39nqcxG"
203,Eidolon_Night,"Burbank, CA","#Animationpaidme is a great tag, sharing our wages openly is so important! Some things to keep in mind while browsing the hashtag:
(Plz note I’m no expert so talk to @animationguild &amp; check their site for more info)
https://t.co/wLXGyZ7uBr"
204,TheComicQuest,"Santa Monica, CA","Almost everywhere I've worked; it has been taboo to reveal your wages to a coworker. 

DreamWorks 2019 Intern - 13.50/Hr
Barnstorm VFX 2019 Concept - 35/hr
Narrator 2019 Intern - 18/Hr
PictureMill 2020 Concept - 30/Hr
ATTN: 2020 Animator - 400/Day

#AnimationPaidMe"
205,Kaxbeokay,"Atlanta, GA",#AnimationPaidMe basically $900/wk my entire career
206,MitchJGonzales,New England,"#AnimationPaidMe 

4000/8000 yen per cut 

:”)

I’ll be honest. As a college grad, mad hours I have to put in to get by. And the amount of shows I have to work on at once make this way of living unsustainable. Aiming to do work in my country so I can maybe do just one anime gig"
207,TheJakeneutron,"Florida, USA","#whatsmusicworth and #AnimationPaidMe are such cool ass hashtags rn omGg!! 

If you know other hashtags related to pay transparency, PLEASE COMMENT THEM!!"
208,SamKallis,"Los Angeles, California","NEVER tell a company what you made at your previous job when negotiating, and I believe it’s actually illegal for them to ask you. Make them throw out a number first and then negotiate from there. #AnimationPaidMe"
209,SamKallis,"Los Angeles, California","While I think wage transparency is VITAL, I think maybe an anonymous wage survey with results organized by company and job title would be better since companies often try to use your past salary against you when negotiating your next gig. #AnimationPaidMe"
210,bhaist,los angeles,"#AnimationPaidMe

2016: Production Assistant, Nickelodeon - $33.6k/yr
2017: In-House Freelance Illustrator, BuzzFeed - $18/hr 🤢
2017-19: Illustrator, BuzzFeed - $57k/yr (got up to $61.8k with raises)
2019-20: Color Designer, DreamWorks - $1450/wk (up to $1525 with raises)"
211,getvent,"Burbank, CA","#AnimationPaidMe 
House of Cool 2016-2017
-$800 CAD (revisionist) $1000-1200 CAD (after 8-ish months, board artist) 
Capybara Games 2017-2018 
- $750 CAD (animation)
Disney TVA 2018-2019
- $2100 USD (board artist)
Netflix Animation 2019-today
- $2200 USD (board artist)"
212,AlyssaLMPenney,"Halifax, NS, Canada","#AnimationPaidMe all in CAD
2012-2014:  1$/fr across multiple shows. per frame pay is the worst.
2015/2016: 775/wk animator/revisionist/assembly/qc, did all these jobs at once
2017: 850/w same jobs as above
2018: 950/w senior anim
2018: 1100/w anim super
2020: 1200/w anim super"
213,fictograph,PHL to LAX 🇺🇲 to VAN 🇨🇦,"#AnimationPaidMe 

Trainee Pipeline TD: $42K/yr
Novice TD, 2011: $55K/yr
Journeyman TD, 2012: $65K/yr
Journeyman TD, 2013: $75K/yr

Then I switched industries..."
214,Real_Janisar,"Toronto, Ontario","#AnimationPaidMe
-TV Rigging-

'16 - Junior 
Vancouver (Bardel) - 650/week (Rejected)
Toronto (Nelvana) - 800/week

'17 - Lead
Toronto (Nelvana) - 1000/week

'18/'19 - Lead
Toronto (Nelvana) 1200/week (After negotiations)

'19/'20 - Supervisor
Toronto (Guru) - 1300/week"
215,A_ntiqueWhite,"California, USA","#AnimationPaidMe 
2017-2019 titmouse:
 prop design/character design / bg design/bg paint $45/hr
2020 titmouse: bg design $50/hr
freelance are usually 1.5 times hourly 
I'm working with a visa so usually having some extra concern while negotiating wages"
216,SamKallis,"Los Angeles, California",Watching the #AnimationPaidMe hashtag - the Canada animation scene needs to unionize. Especially when you consider that Vancouver is JUST as expensive as LA.
217,DannyAraya,"Austin, TX","Everyone doing #AnimationPaidMe and #GameDevPaidMe  , please make sure to add whether those numbers are per week, per month, etc.  A lot of people outside the U.S. may not have the context necessary to assume correctly"
218,SamanthaCKing,,"Is Animation getting in on the Wage Transparency??

PA. 2014 -&gt; ~$500/wk

Revisonist. 2015 -&gt; ~$1500/ wk

Story Board Artist 2016 - 2019-&gt; $2100/wk

 Bumped to $2300/wk  (based on time worked and asking what coworkers made)

Director. 2020 -&gt; $3200 wk

#AnimationPaidMe"
219,Glampyr,"Los Angeles, CA","Always below 1k a week, and I’ve been working for 5 years, 40+ hours, OT, etc. No union exists for production. #AnimationPaidMe"
220,pk_kenzie,Moonside,looking at the #AnimationPaidMe tag then realizing they all gotta pay LA rent https://t.co/DAr9QqOtB1
221,raebits,IL→NYC→LA,"#AnimationPaidMe in LA:
2019-20 DTVA: $1592/wk for Storyboard Revisions 

I don’t have as much experience to contribute, but I hope this helps the conversation. For reference, I am a white and non-binary."
222,KaitSnod,"Burbank, CA","WAGE TRANSPARNCY!!!! 

CN Intern 2009 $0 2010 $8.50/h
CN DIGITAL PA 2015-2018-$20/h
CRUNCHYROLL Freelance $500 a page 
BENTO BOX ""Trainee""- $1400/wk
BENTO BOX Boards-$2100/wk
HASBRO BOARDS-$2400/wk
TITMOUSE BOARDS- $2304.40/wk
#AnimationPaidMe"
223,keely_propp,"Portland, OR","#AnimationPaidMe

All as a storyboard artist for feature, weekly pay 

2016 - Bron Animation - $900, $1000 CAD after one year

2017 - Cinesite Montreal - $1100 CAD

2018 - Cinesite Vancouver - $1500, $1800 CAD after contract negotiation

(1/2)"
224,Veezibee,"Atlanta, GA","#AnimationPaidMe Is a fun one! I've worked at two studios so far, so this is my short list:

2D Animator (2016-2019)
Halifax, Nova Scotia: $800/wk cad. No insurance, no paid sick leave.

2D Animator (2019-now)
Atlanta, GA: $875/wk usd. Insurance, paid sick leave, pto."
225,graciedactyl,gracechen.jiaen@gmail.com,"#AnimationPaidMe 
2016: Production Intern - CN - $10/hr
2016: Production Assistant - CN - $17/hr
2017: Visual Development - DWTV - $1350/wk
2019: Color Design - Solar Opps - $1950/wk
2019: Visual Development - DWTV - $1800/wk
2020: Color Design - Netflix - $2000/wk"
226,chengeling,in the abyss,"#AnimationPaidMe
Worked in Canadian animation for a short stint.

2015 Arc Prod.(now gone) :Vis dev - 60k
2019 Jamfilled: Freelance 80/ hr

Did some themepark stuff too, but only as intern (min. Toronto wage)"
227,hey_raybeam,"Vancouver, British Columbia","ezgetiiiiit 
#AnimationPaidMe 
(per week, CAD, before taxes)

Slap Happy
2013- $900

Titmouse
2013- $800 (yes, a pay cut)
2014- $950
2016- $1100
2017- $1200 (+mentoring)

Atomic
2018- $1300

Titmouse 
2018- $1300

Atomic
2019- $1300 (Lead Animator)

Titmouse
2018 - present- $1300"
228,breanimator,Greater Los Angeles area,I hope production folks do the #Animationpaidme  cuz you all need to know :[ We have no union and make significantly less than artists
229,amberbladejones,"Burbank, CA","Wage Transperancy helps EVERYONE!

2016 Oddbot: 1400- BG Paint/Layout
2017 Titmouse: 1800 BG Paint
2018 WB: 2000 BG Paint/Revisions/Storyboards
2019 CN: 1700 Storyboard Revisions
2020  55-60 an hour. Disney paid me 60 for freelance haven't charged less since.
#AnimationPaidMe"
230,FellatiaG,"Los Angeles, CA","as a freelance animator i am tempted to go project by project (post links to the projects) of how much i was paid for each, air my greviences of when i was underpaid/doing favors... AND CALL OUT ALL THE CUNTS (universal music) WHO STILL OWE ME $$$ #AnimationPaidMe 😡⚡️💸"
231,GesiBamba,"Manchester, England","Following @vevansart post, would be great to improve pay transparency in the UK #Animationpaidme

Junior 2D animator  18k/yr - 2014
Animator  25k/Yr
Lead Animator  30k/yr 
Supervising Animator 36k/yr
Freelance senior rough animator  £27/sec
Freelance Animator started at £200/day"
232,TheAtlanticVamp,In my house,"Dear Robyn @ @AnimeAmerica:

Something to look into. #AnimationPaidMe

https://t.co/R2dMrGCA3j"
233,ectogammat,nyc,"i see no volunteers for #VFXPaidMe, so let's go. NYC based:

2015, freelance CG: 100/day
2015-2017, CG Artist: 50k-66k
2017-2019, CG Lead: 75k-82k
2020, VFX Supervisor: 105k

I only got my most recent title when I demanded it after my entire team was laid off. #AnimationPaidMe"
234,ETaaban,,Also to the #AnimationPaidMe &amp; #PublishingPaidMe tags as well
235,alabapsi,Los Angeles,"i would LOVE to hear how you all tally up based on this chart too, especially the #animationpaidme #gamedevpaidme folks who are comfortably making 6 figs today."
236,TigrinAE,"San Francisco, CA","#GameDevPaidMe #AnimationPaidMe Animator, white woman with 11 years experience

2011-2015 - Obsidian - Irvine, CA - $50k/year
2016-now - Ubisoft -San Francisco, CA - $93k/year

Cost of living in SF is so high I brought home more at Obsidian making half. I'm constantly in the red."
237,Chdata,"Computer, Chair","Interested in gamedev, animation, or publishing? Everyone's tweeting how much they actually make in these careers, it's a nice read. #GameDevPaidMe #AnimationPaidMe #publishingpaidme 

For the record, I'm making $12.50/h in an unskilled factory job right now. https://t.co/U2BkaG4T8w"
238,NikkoGuy,"Vancouver, BC","#AnimationPaidMe 

All in CAD per week for Animator Positions in Vancouver BC. 

Bardel (Hulu/Warner/Dreamworks)
2013 - $600 
2014 - $900 

Titmouse (Dreamworks/Netflix/Amazon)
2015 - $1100  
2016 - $1100
2017 - $1200 
2018 - $1250 

Atomic (Netflix)
2019 - $1300"
239,kyllilley,,"2014 Worked in builds and was paid $800/wk. (Got a raise of $50/wk after 1 yr)
2015 I worked as an animator on quota and I made $1.30/frame. 
2017 I went back to builds at $800 again. Got a bump after a year, went back to $850
I make $900/wk currently in builds

#animationpaidme"
240,vanartsradio,"Vancouver, B.C.","Game Devs, Authors, and Animators are sharing their wages 🧐 -KS  #GameDevPaidMe #PublishingPaidMe #AnimationPaidMe"
241,lolitachiong,,"Average animation wages in South East Asian countries 
#AnimationPaidMe https://t.co/zUcJr7ymLN"
242,lolitachiong,,"#AnimationPaidMe 
#publishingpaidme 

Based in Singapore 

$2060 a month as an art director/director for children’s cartoon

$1700 a children’s book (black and white illustrations &amp; full colored cover) 

$50/h for gigs such as life portraits, or projects that takes a few days"
243,toxi,London,Wide spectrum: #GameDevPaidMe #AnimationPaidMe
244,noteadams,"Kingston, Ontario",Here we go. #animationpaidme $1.40 per frame on a quota i could almost never meet due to ADHD and an emotionally abusive supervisor. Most of the time i ended up making less than min wage. I was made to feel like it was because i was terrible at my job. I make more in retail now.
245,SunlightAuras,,#GameDevPaidMe #AnimationPaidMe are such important tags for anyone who’s starting a career in the field or need an idea as to what to ask for. I’m glad people are speaking about their salaries.
246,eldritch48,"Vancouver, B.C. Canada","#AnimationPaidMe #PublishingPaidMe and #GameDevPaidMe are crucial to people taking control of the industries they work in.  Knowledge is power, and everyone wins when everyone knows."
247,Kerm0de,"Vancouver, British Columbia","#AnimationPaidMe
1st job, as an anim intern, I was making min wage (10.25CAD/hr). Thankful that didn’t last long.. but twice I’ve taken on roles w more responsibility and never got an increase in pay. My largest leap (since intern-&gt;animator) will be from going to a new studio."
