,user,location,text
135,keely_propp,"Portland, OR","#AnimationPaidMe 

I am going to need to see substantially more white boys in this tag

WITH numbers

NOT commentary."
136,eebaism,"Sydney, New South Wales","#AnimationPaidMe
Nice to have my suspicions confirmed that the Australian animation scene earns half of what our LA counterparts earn, even though we predominantly work on LA-based productions. Yep, real nice indeed."
137,katlyyons,she / they,"For #AnimationPaidMe, I was making $21-$25/hr at my old job in NYC doing production art, graphic designs, and animations depending on the project. Not an animation exclusive studio

Now that I’m in a union in LA, I’m making $1900/week as a BG Painter, so roughly $47/hr"
138,Oddernod,"Milwaukee, WI","{ animation } $34k/yr after 2.5 years at one of the best animation studios in the world nets you a daily FIVE HOUR COMMUTE!

I don't know how you survived this @SimplyRobotix #AnimationPaidMe https://t.co/d7ne8fciSX"
139,matt_tbr,"Boston, MA","I’m still figuring out my animation career, and #AnimationPaidMe is TEACHING me some things"
140,kuripants,"Ottawa, ON","#AnimationPaidMe
Started at 1.10/fr in 2013 as a Jr animator.

Went from mid 2016- early 2019 with only one raise (jr - intermediate animator) .

Now make 970$/wk before tax + benefits. Same company, coming up on year 7."
141,yasmemez,,#AnimationPaidMe is such an interesting hashtag - definitely helpful to go through if you’re looking to get into animation!
142,GallopingSkirt,"Melbourne, Australia","Whoop, now all the animators and games developers have kicked off. (I will not say what we were paid in 1990s Australia - do not recall although I remember it started low and got lower). 
#AnimationPaidMe #GamesDevPaidMe https://t.co/udjhnUnSGy"
143,kuerupi,🇨🇦🇲🇾,I already knew animators in LA get paid more but seeing that they're paid 2-3x than me for the same position Hurts Real Bad #AnimationPaidMe
144,NoewatchesTV,,"The #AnimationPaidMe tag is so confusing with the mix of /hr or /day or /week, and the pre taxes + not knowing the rent in these cities (like LA or Vancouver etc)
It's impossible to compare with what I win in France 😅"
145,aikenbacons,"Toronto, Ontario","#AnimationPaidMe Here's what I've made for tv animator positions in Toronto, Canada so far:
2019- $800 CAD/week 
2020- $1000 CAD/week

&amp; keep in mind that's been with me actively seeking out studios that I feel value their production artists &amp; turning down ones that don't."
146,sweatyandupsety,horse land la ,"#AnimationPaidMe 

Marvel Studios- 2019-2020
Apprentice 35$/h
Assistant- $39.99 per hour, or $1599.60 per week.
2nd 6 month assistant - $40.98 per hour and $1639.20 per week

Current: - $1,679.58

All without taxes taken out"
147,meganimation,"Los Angeles, CA","2014-17: design 22.5/hr, gradually to 35
2017: design sup 2120/wk
2018: ch design 2000
2019: ch design 2100, got passed up for sup but they gave it to a male candidate who didn't test :^)
2019: ch design 2150
2020: freelance dev 60 hr &amp; ch design/color 2200

#AnimationPaidMe"
148,Kattakind,"Vancouver, British Columbia","#AnimationPaidMe (26y/white/F)
I am doing 3D rigging in Canada. I started in tv animation in 2016 and these have been my yearly salaries since then:

Junior: 38k CAD
Mid: 47k CAD
Lead: 65k CAD 
Technical Director: 75k CAD
Technical Director for vfx: 95k CAD"
149,AnimComplex,NYC,"ALSO! Another #AnimationPaidMe 
I had an internship at Focus Features when they have an office in NYC. Back then it was unpaid (credits). It cost me over $150 a week for train tickets, parking, food. Did the 5 hour commute 3x week."
150,skullRaya,México,"#AnimationPaidMe 
WE NEED THIS transparency, especially in Mexico!

2016: Jellyfish, $450 USD per month
2017: Larva Game Studios, $680 USD per month
2018: Mighty, $540 USD per month

No health insurance, no extra hours payment."
151,Kas96787023,Nigeria,Trying Lightening of environment #3dmodeling #autodeskmaya #3danimator #animation #animationdev #AnimationPaidMe #3dartist https://t.co/gqL68xO0Lj
152,ahmarasmithart,"Atlanta,where the players play",I get 15-25 dollars/hr usually at my atlanta animation and broadcast jobs. #AnimationPaidMe
153,JhonskiiAnims,Buwan 🇵🇭 (she/they),"@youkaishain Aaaa I can't even share the shows I worked on RIP QwQ

But in general, I've earned like 6$-17$ a second depending on the show (lowest to highest)

#AnimationPaidMe"
154,CartoonCatalyst,,"#Animationpaidme

(1) So all of these numbers are for 3-d vfx and feature animation. None of these houses are/were Union. All of these places had 50 hr week contracts. I was at DW for 12 years and had 3 contact negotiations."
155,Chuudles,California,"I just started my first job this year, but this is what #AnimationPaidMe 

2018: Production Intern - Cartoon Network (Los Angeles, CA) - $11 / hr
2020: Animator - Awesome Inc. (Atlanta, GA) - $770 / week

After 6 months of work, I'll be asking for a pay bump. 🥺🙏Wish me luck!"
156,AwkwardSapphire,Los Angeles,"Non Union, Per week
2013 Animator $900
2014 Animator $1100
2015-16 Animator $1500-1600

YT Snarled (not animation industry but want to call this out)
2017 Animator/Host/Writer/Editor $300 per video
2018-19 Everything else + Podcast Hosting &amp; Editing $1450-1885 

#AnimationPaidMe"
157,edentimm,27-she/her-vancouver,"As much as I'm whining about canada, the pay (and work and living conditions) is much more abysmal in other places, like the Philippines, Mexico, and countries in S. America. These are places America and Canada utilizes as service studios. We all deserve better #AnimationPaidMe"
158,youkaishain,impyerno,"BG Color*
2017 - Ducktales - Php350/BG
2017 - Oggy &amp; Cockroaches - Php450/BG
2017 - Mr Magoo - Php450/BG
2018 - Transformers Cyberverse** - Php450/BG
2018 - Go Astroboy Go - Php350/BG

*modifiers given on discretion of supervisor
**the show has primarily 3D BGs

#AnimationPaidMe"
159,jsanford,"iPhone: 34.142166,-118.282837","In 1993, I was hired as a Story Trainee for $642 a week. In 1994, I was a full Feature Story Artist, and made $963 a week. #AnimationPaidMe"
160,AnimComplex,NYC,"Also! I will say as far as I know there was no pay discrepancy based on race or gender as PAs but the only reason I know that is because they accidentally sent me the offer letter of a white boy that was starting around the same time as me and I checked.
#AnimationPaidMe https://t.co/3M7XJYtEtU"
161,mookietamara,Republic of the Philippines,"Also for further context, we aren't paid per hour. We're output based and only paid for revisions when they come from the foreign client and are deemed 'major revisions'.

In this case we're paid on average $6-10 per animation scene revision

#AnimationPaidMe"
162,molly_mcv,,Pour one out for all the Canadian animators looking at the  American wages in #AnimationPaidMe https://t.co/7eDNCxLjVk
163,mookietamara,Republic of the Philippines,"#animationpaidme
Context, I worked for Toon City, an outsource animation studio in 🇵🇭 that services studios like Disney TVA, WB, Nick, and Xilam

2015-2019 - TV character anim $7-$10/foot (roughly $12-15/sec)
2015-2019 - feature character anim $12-16/foot ($18-24/sec)"
164,Aluhnim,aluhnim@gmail.com,"John and I worked on the same shows.

2016: $1250 Weekly, Storyboard Revisionist (Amazon)
2018: $1250 Weekly, BG Design/Layout (Netflix)

Non-union, since our half of the studio was based in Minnesota, basic health benefits until contract was terminated.

#AnimationPaidMe https://t.co/W0Y0LmK9mQ"
165,NikkoGuy,"Vancouver, BC","#AnimationPaidMe 

Also when negotiating pay I hear a lot of people are getting shot down with ""this is the pay cap for this position"" making more would require them to move up to supervisor, director etc.

They're lying to you ✌️"
166,youkaishain,impyerno,the #AnimationPaidMe tag just made me realize how outsourced artists in the philippines get paid practically peanuts.
167,waweii,,"#AnimationPaidMe
2017 intern: $0/hr (compensation for commute only)
2018 freelance contract: $25/hr
2019 freelance prop designer: $40/hr, changed to $48/hr half way thru 
#GameDevPaidMe
2018-2019 contract prop designer: $40/hr
2020 contract prop designer: $45/hr"
168,Aero_Diver,Pineapple Fox's Discord xD,"I love that we are talking about pay gaps, issues, etc by exposing and being open about how much we got paid. Keep the #AnimationPaidMe #GameDevPaidMe #PublishingPaidMe etc going!!!"
169,Sixelsixel,British Columbia,"#AnimationPaidMe 
2014: BG Painter 750
2015: Bg Painter 800
2016: Bg Painter 850
2017: bg painter 900
2018: production coordinator 900
2019: production coordinator 950
2020 production coordinator 975

This is in CAD"
170,TQHpresents,"Langley, British Columbia","I'll say this: I worked on some American productions for a few months and was paid more to do LESS work than what I do now in Canada.
#AnimationPaidMe"
171,LeishaRiddel,"Toronto, Ontario","O we doin this now #AnimationPaidMe

Titmouse - 2d animator : 52k
Guru Studio, regular designer: 52k
Guru Studio, supervisor and designer: 62k
9story - storyboard artist: did not pay me for the storyboard. 
Guru Studio, BG Painter: can’t publicly disclose but its good."
172,DevinElleKurtz,"Burbank, CA","#GameDevPaidMe 

2015-2017: Usually less than $25/hour, was barely livable in LA

#AnimationPaidMe 

All for BG paint or design, freelance was hourly but within ranges 
2017: 1750/week
2018: 1850/week
2019: 1850-2000/week
2020: 2100-2200/week

(White / 23yo / F)"
173,foxorian,"Los Angeles, CA","#AnimationPaidMe 
- Netflix Animation April 2020, BG Design: $2300/week

I’ll also add the salaries I had in Arch Viz industry as a 3D artist over the last 6 years:

- Neoscape Boston 2014-2019: $34K-$57K / year
- Kilograph LA 2019-2020: $70k-$76k / year"
174,jeongkeshyart,Tongva land Koreatown '99,"#AnimationPaidMe $15/hr as a warner bros Reach animation/hanna-barbera scholarship production intern in summers 2014-2017

#tbt WB slashing the budget of a program for MARGINALIZED students and telling me not to tell newer interns like @abellehayford they're being paid less 🐰🤑 https://t.co/3uKTxAikYR"
175,keely_propp,"Portland, OR","#AnimationPaidMe our production people really are being paid SHIT though???? 

We need more unions and we need to fix the one in L.A. immediately"
176,DrawBoySeanie,Dublin,I was just looking through #animationpaidme but I've had to stop for the good of my health
177,SimplyRobotix,NYC,"Can anyone answe this cause I’m not sure myself? 

#AnimationPaidMe https://t.co/7OFpqbLfTt"
178,RamenLook,"Vancouver, British Columbia","#AnimationPaidMe 

All in CAD per week for Animator Positions in Vancouver BC

Atomic Cartoons:
Junior Animator (Universal) - 800/Week
Final Animation (Netflix) - 900/Week
Animator (Netflix) - 1025/Week
Lead Animator (Disney+) - 1400/Week"
179,haleyrose_art,"Toronto, ontario","#AnimationPaidMe 
I do a lot of freelance with varying rates, but my in house work that I do full time goes like this:
Character posing (2016) - $1000/ week 
Design generalist (2018) -$1100/ week 
Character posing and development (2019) - $1200 /week"
180,storybykyliegay,,"HEY, asking as one not in the Animation Industry yet- why is there such a large pay discrepancy between Production and art jobs? Why aren't they included in TAG, or any type of union/guild? 

I can't find any information or research on it??
#animation #animationpaidme #production"
181,OmarRomolino,"Detroit, MI","Freelance #AnimationPaidMe between 500 a week and 1750 a week, i usually only work a few weeks at a time, and dont get paid for at least a month after invoicing."
182,jessiejuwono,"Burbank, CA (she/her)","This is still approx (I can’t remember exact rates, sorry. All in USD.):
CN Intern 2009: College credit
DW Intern 2010: $8 per hour
Disney PDS 2011: $19 per hour
DW PA 2013: $16 per hour
WB APM 2015: $20 per hour
CN Talent Dev 2017: $25 per hour
#AnimationPaidMe"
183,molly_mcv,,"#AnimationPaidMe (this is in CAD)
2012-2014: $1 per frame, we call these The Dark Years
2015-2016: ~$750-800, animating, rough keys (which was sort of like storyboard revs?)
2017-2019: ~$800-900, animation and builds
2019-now: $1250/week, senior animator"
184,GeneralPoobah,"Los Angeles, CA","Animator Non-Union /wk
'14-16 Titmouse: $800, $1000
'17 HotHouse- $1100
'18 6PH: $1000, $1200 (Lead promotion)
'19 6PH: $1600
'20 6PH: $1500

Animator Union
'16 Titmouse: $1420
'19 WB: $1945
'19 Titmouse: $2065

Storyboard Union
'20 Titmouse: $2250
#AnimationPaidMe"
185,Chebitz,"Vancouver, British Columbia",#AnimationPaidMe paging all canadian artists to check out @babbittsociety
186,SnookumsGal,Canada,"#AnimationPaidMe All in Vancouver, all in CAD.

ICON (2017)
3D Shot Finalist
$700/wk

DHX (2018)
3D Animator
$800/wk

CINESITE (2019)
3D Shot Finalist
$961/wk

MAINFRAME (2019)
3D Shot Finalist
$1000/wk

ATOMIC (2020)
3D Animator
$1250/wk"
187,jacquesbot42,,I don't know #AnimationPaidMe
188,thebouncingbird,London,"#AnimationPaidMe

I haven't worked in animation in some years now because I can't afford the low wages, I have tendinitis all in my drawing arm, and when I day jobbed to stay alive, I found it was better for me to do that so I could work on my art."
189,liviasdrawblog,Ohio,#animationpaidme is such a power move I love being able to see the estimates between everything and where I should be when I break into the industry
190,Chebitz,"Vancouver, British Columbia",#AnimationPaidMe seeing what my american counterparts make is so damn depressing dfgdfgfd
191,Chebitz,"Vancouver, British Columbia","#AnimationPaidMe 
2015 Posing Dhx: CAD $850
2016 jr BG Dhx: CAD $900
2016-2017 Feature BG paint DHX: CAD $925
2017-2018 BG Paint Dhx: CAD $97
2018-2019 BG Paint Titmouse: CAD $1050
2019 BG Paint Atomic: CAD $1075
2020 Posing Dhx/Wildbrain: CAD $1100

wages per week"
192,VitohGraner,"Goiás, Brazil","#AnimationPaidMe
2016: $2.15/hr
2018: $3.50/hr
2019: $4.15/hr

HA! I live in Brazil and I'm fucked
commission me please"
193,thebouncingbird,London,"#AnimationPaidMe

#BlueSkyStudios Production Intern - school credit, then $12/hr when my internship was extended due to the quality of my work - 2009

#BlueSkyStudios Storyboard Color Artist - $18/hr, temp, months w/o work then often called last minute - 2012-2013"
194,kelseyarts,nyc area • she/her,"#AnimationPaidMe (mid-20s, mixed korean and white) im just starting out so i only have one example, but wanna help out! this is non-union and pre-tax fyi 
2019-20: PA, titmouse - $17.50/hr"
195,altoriego,,"Amt of my own money I've donated since 5/29 - $1961. not shaming those who can't donate more - a call to action for those who CAN. Ppl with big paychecks and are living comfortably, are you doing the most you can right now with redistributing your income? #AnimationPaidMe"
196,stikbugs,they/them ,"#AnimationPaidMe 
Prod Intern (2017): $11/hr (Part Time)
Prod Assitant (2018-2019): $500/wk
Prod Coordinator (2020): $750/wk

Reminder to animation artists that production isn't unionized and we make 1/2 or 1/3 of what you make. We don't have the same protections, either."
197,AdeleKThomas,Melbourne,"Australian animation industry crews looking at the week wages on #AnimationPaidMe, compared to their freelance contract rates. https://t.co/ZAcDb0mHhs"
198,ChaiB33,"California, USA","#AnimationPaidMe
This is so important, thank you all for posting your wages! As a student about to finish up school, this is really good to see, I appreciate everyone's transparency."
199,jessiejuwono,"Burbank, CA (she/her)","#AnimationPaidMe
I don’t have the numbers off the top of my head, but y’all should know that I’ve been in this industry doing production/corporate work for nearly a decade &amp; I still make less than most entry level artists. 🤷🏻‍♀️"
200,empriseduciel,"Vancouver, British Columbia","#AnimationPaidMe all in CAD

Studio Manager/PA: $650/week (eventually $750/week after 2 years)

2D Anim Coordinator Proj #1: $800/week

2D Anim Coordinator Proj #2: $900/week, then negotiated to $950

3D Anim Coordinator: $1100 week (moved to MUCH bigger studio)"
201,kenardpak,San Francisco,"My last big animation company job was visdev at PDI DW 6 years ago. I got paid 3K for a 50 hr week. Since then I freelance around $75/hr for concept art. For AD, around $100/hr. #AnimationPaidMe"
202,yesmaaike,"Los Angeles, CA","#AnimationPaidMe (all Union &amp; USD)

CN:
2017 Intern: $11/hr
2017 Prop/FX Trainee: $1400
2017-2018 Prop/FX: $1800-1950
2018 Development FL: misc flat rates based on amount of work

Nick:
2019-2020 Char Designer: $2000-$2200
2019-2020 Development FL: $60/hr
2020 Feature FL: $82/hr"
203,screenshotrian,"Washington, USA",Going through the #GameDevPaidMe &amp; #AnimationPaidMe tags have really improved my confidence when it comes to negotiating. It has also solidified the idea that internships do not pay enough.
204,alexisbpreston,"Los Angeles, CA","#animationpaidme (wkly)
Stoopid Buddy 
Set dresser - 700 (2016) -&gt; 750 (2017)
Lead Dresser - 1000 (2017)
Set Dresser - 1150 (2018) 
Art Director -  1500 (2019)
Lead Set Dresser - 1300 (2020)

Mattel
Set Dresser - 1200 (2019)
Builder - 1400 (2019)

Apt D
Builder - 1100 (2019)"
205,rheadadoo,howyoudadooin@gmail.com,"#AnimationPaidMe (South Asian cis woman, pre-tax)
Disney TV intern - $12/hr
Pixar intern - $16/hr
Disney TV revisions - $1560/wk
Netflix boards - $2400/wk
Disney TV boards - $2350/wk"
206,Megax2416,"Vancouver, British Columbia","All in Canadian currency in Vancouver BC. 
#AnimationPaidMe 

Sony picture Imageworks
as Animation Intern:
2018 - $12.65/hr

Atomic (Netflix)
as Layout/Previz artist:
2018 - $ 800/week

*current* Atomic(Netflix)
as 2D animator:
2019 - $900/week

Great trend keep it rolling!"
207,CoraMck,,"Intern / La cachette    minimum wage in 🇫🇷, appprox 500/month, i dont quite remember
Trainee Cleanup &amp; FX/ Cartoon Saloon           €2200 /mo
Freelance Animation/ small production           €176 /day
Freelance Animation/ Bigger studio                €240 /day
#AnimationPaidMe"
208,ArtsyPabster,"Los Angeles, CA","At Bento Box Atlanta few years back, my wages were $700/week for BG paint. 10-11 hour days. I dont know if things have changed a lot, but a city in the South where a good chunk of the artists were black/POCs getting shit wages never sat well with me

#AnimationPaidMe"
209,CraigArndt,"Vancouver, British Columbia","#Animationpaidme 
-BG  artist (junior) Titmouse 2015: $1050/wk CAN
-various raises over dates not specifically tracked
-BG  artist (senior) Titmouse 2018: $1150/wk CAN
-BG  artist (senior) Atomic 2019: $1350/wk CAN
-BG  artist (Lead) Atomic 2020: $1400/wk CAN"
210,SimplyRobotix,NYC,"#AnimationPaidMe

PA @ Blue Sky Studios $15/hr (32k/yr). After 2.5 years my salary had increased to about 34k/yr

Couldn’t afford to move from NYC to CT and couldn’t afford rent AND a car if I had split a place with coworkers in CT.

So I commuted 5hrs a day to and from work 😞"
211,Caraboo900,Wisconsin,#AnimationPaidMe $0. Can’t find a job after getting a degree because I live in the Midwest and every job that is here that’s ENTRY level wants 5+ years experience and PRO-level with every adobe program+more. Did I mention unpaid internships demand the exact same?
212,sulistoryart,"Whittier, CA","#animationpaidme

2018-mid 2019: 22.5/hr | 900weekly as a storyboard artist, 
Mid 2019-2020: 25/hr | weekly as a storyboard artist
2020- now: 27.5/hr | 1100 weekly as a storyboard artist.

I know buddy’s wages were always way too low, but I’m also well aware—"
213,Mirakelsey,Los Angeles,"#AnimationPaidMe Let's start with the non union work

2014: Layout @ ADHD 1000/wk
Storyboard @ Titmouse 1150/wk, in 2015 I got a raise to maybe 1250/wk
2016: SB @ Starburns 1700/wk
2017: SB @ Octopie 1200/wk, independent contractor

Only Titmouse had healthcare"
214,pupchans,🇵🇭 • nyc • she/her,"the #AnimationPaidMe tag has been so eye opening for many students and recent grads who still don’t know how to price their time and art. 

Thank you to all the industry professionals for being transparent and pushing us to make sure we’re getting paid what we artists deserve"
215,msdasdas,btown,"#AnimationPaidMe As an animator in Toronto:
2019: $750 CAD/Week 
2020: $900 CAD/Week"
216,INDECISIVE_JEW,"Fullerton, CA","#AnimationPaidMe
2018: Hothouse: Animator $1000/wk (found out after that all 20 other animators made at least $200/wk more lol)
2019: Titmouse (Union): Animator $1665/wk
2019: Bento Box (Union): Animator $1800/wk as temp, got moved up to full time at $2004/wk"
217,Acuna_Mattata,"Burbank, CA","Wage transparency let’s goooo

Frederator Freelance: $400-500 per script
Bento Box PA: $600 per week

#AnimationPaidMe"
218,hiitsmeyanii,NYC,"Keeping tabs on pay within the animation industry. NY is not unionized so its important to see these numbers 🤔
#AnimationPaidMe https://t.co/moWt92YQta"
219,MeganRoseRuiz1,"Los Angeles, CA","If you're ever curious how much I get paid for freelance or full time work, feel free to DM me :D I've always been open about this in messages esp with greener artists. #AnimationPaidMe"
220,flavinflave,California,"Ooh I love sharing pay data! #AnimationPaidMe 

First Job CNS DPA - $45k a year, I was hourly not salary

Second Job Bento - I get paid $17 an hour, but I’m a PA so this is fairly high compared to most studios

Freelance Unbound Publishing illust - I want to say I got paid $6k?"
221,CWFoxfaer,,"Bento Box: $800/week for animation, compositing, and other random tasks. ~2 month project. My first job out of college!
Adult Swim: $200/day for full animation + environment painting 
 
#AnimationPaidMe"
222,AnimComplex,NYC,"#AnimationPaidMe

I started in 2015 at ~$32K/$15hr at Blue Sky Studios as a PA. Non union, in CT. I could not afford rent without roommates as a 26 year old. 
I also learned that when including both the rent stipend and the payment, the interns made more than the PAs."
223,tvmanoise,They/Them/Theirsville,"Dreamworks PA (2015 - 2016)
- $13.75/hr

Cartoon Network PA (2016 - 2020)
- starting: $17.55/hr
- current: $19.97/hr

Four years working with max raise every year and I haven't reached $20/hr pre-tax! #AnimationPaidMe"
224,BahriMinor,Anarres,"I can convert your website into webview app for android. Please look for this: https://t.co/v4Erby1vSL

#Ferrell
#chrispine
#AnimationPaidMe
#OddCostcoPolicies
#ThereIsAbout100
#JamesBennet
#8ToAbolition
#ThingsWouldntBeTheSameWithout
#NXTTakeoverInYourHouse
#BlackintheIvory"
225,insertdisc5,"Toronto, Ontario","#AnimationPaidMe
(CAD, pre-tax, in Toronto, 2D animation)

Animation Revisionist, 2018: $900/week

Junior Animator, 2018-2019: $1000/week &gt;&gt;&gt; $1100/week after raise
Senior Animator, 2020: $1250/week"
226,RaRaRokuri,"Vancouver, British Columbia","might delete later but anyway here's mine #AnimationPaidMe 

2016: $950/wk
2017: $1000/wk
2018: $1075/wk
2019: $1100/wk

thanks I hate it.
Don't be passive like me, always ask for more 💰 they can't make shows without us"
227,LetItMelo,,Studios looking at all these #AnimationPaidMe tweets like https://t.co/OyrTX3wXtV
228,AbyssKit,"Idofront, Sea Of Corpses","#AnimationPaidMe #GameDevPaidMe
Not so interesting as I've worked the same job for 6 years, but...
Started off as a Junior Previs Artist at £20k a year. After a few incremental payrises and going full-time, I was promoted to Senior last year and now I'm on £34k.
Yay transparency!"
229,Jonezee99,Los Angeles,I’ve had recruitment folk at 3 major US studios reject my salary ask with ‘we can’t have new hires earning more than established employees’ - isn’t that a kind of wage suppression? It’s not competitive &amp; how do we hope to stay on top of inflation/living costs? #AnimationPaidMe
230,deltanova_,"Vancouver, BC","#AnimationPaidMe 

Wages listed are gross income per week:

2018: 2D Animation Intern (Bardel) - $550 CAD/$410 USD
2019-2020: 2D Animator (Atomic) - $950 CAD/$708 USD

If you work in animation I encourage you to share what you make! Wage transparency is super important!"
231,BHearnden,"Montpellier, France","Rather than go into total details i'll sort of just round up/down to the nearest 100 #AnimationPaidMe 

2014 - 90 per day
2015 - 110 per day
2016/17 - 1800 per month
 
Since 2018 it went up a lot more (partly because of working in London) (1/2)"
232,bjg921,"Boston, MA","@DommiFox Understandable! I feel in the same boat, I’m only in my first position in the industry but the #AnimationPaidMe is extremely enlightening 👏"
233,_eliyanii,A Suburb of SELA,"#AnimationPaidMe For transparency the Santa Monica studio i work(ed??) is mainly a commercial studio not TV/Feature. I was freelance part time w/ no benefits and still paid income taxes.
After Jun 2019 i worked 40hrs/week.

PA/Runner 2018-2020: $14/hour"
234,JohnWilinski,"Minneapolis, MN","#AnimationPaidMe 

2016: $250/day Storyboard Revisionist on Amazon Prime series

2017: $35000 yearly salary as a designer at local small studio

2018: $200/day Color Stylist on Netflix series

Current freelance animation rate: $300/day"
235,WhoTrendedIT,,Wow. @denniebright and @molleindustria are responsible for trending #AnimationPaidMe in America. I have spoken.
236,Kerkopes,Check linktree for web novel,"#AnimationPaidMe 

Freelance action storyboarding $500(total) for 4 animatics, was my first job...

Freelance storyboarder + animatics $75/hr 

Comic sketching $75 per page"
237,NaomiRomeroArt,Ohio w/ a pack of dogs,"#AnimationPaidMe 

I’m a freelancer but I am pretty firm at being paid at $75 an hour for freelance character design at Nickelodeon, Sesame Workshop, Spin Master, and more. I am not sure if my rate is considered normal, too high or too low since freelancers don’t often share?"
238,_spatsula,pepis room,also converting cad to usd and looking at the #animationpaidme tag to the LA/USA counterparts is making my stomach hurt LOL IMAGINE HOW MUCH THE STUDIOS YOU OUTSOURCE TO IN THE PHILLIPINES AND KOREA AND ELSEWHERE MAKE
239,leolovesdogs,bad jokes,"#AnimationPaidMe 12.50/hr motion graphics intern 🙃 

Looking at all of these has been so helpful tho and im terrified to be a professional dndhdk"
240,nottodaygravity,"Twin Cities, MN","#AnimationPaidMe I’m all for pay transparency!!!

2013 - $10/hour anim intern Make
2015 - CAD $850/week Copernicus (~$15/hour USD)
2016 - $25/hour Hero4Hire
2018 - $25/hour Rooster Teeth
2020 - CAD $75/second of anim Titmouse Van (~$19-27/hour USD)
2020 - $23.75/hour Awesome Inc"
241,PotentialFA,"Vancouver, British Columbia","#AnimationPaidMe In CAD
2016-2018 Anim (Titmouse): 950-1050
2018-2020 Scene Setup (Titmouse): 1100-1130

I've been trying to get a raise for doing approx 3x more work in 2019 than I did in 2018. I was told I was lucky to get a $30 per week increase, less than a dollar per hour."
242,DommiFox,London / North Yorkshire,"#AnimationPaidMe
I was close to posting, but uncomfortable broadcasting to the world in the end. There's still a large taboo around this in the UK.. I hope to be fully transparent some day but for now, DM me if you'd like to know or want to chat about rates, EUROPE EDITION ✌️"
243,cassie_levin,"Fullerton, CA","#animationpaidme

Production Intern DWTV 2019: $14.25/hr. $570/wk full time 
Production assistant DW Feature 2019: $16.25/hr. $650/wk
Production assistant DW Feature 2020: $16.75/hr ( after annual performance raise) $670/wk"
244,d00dbuffet,,"#AnimationPaidMe $0
the episode is still dope though https://t.co/hu8MkpQHEp"
245,UArtsAnimation,"Philadelphia, PA","Students, alumni! Take note: #AnimationPaidMe"
246,Larapic,"London, England","This whole belittlement has made me and a discouragingly big amount of people be in a situation where we have to flee our countries, and sometimes try hard to get hired by american studios in hopes of a better pay. Which I will tell you, it's not easy lol. #AnimationPaidMe"
247,Grind3h,LA,"#AnimationPaidMe 
NYC:

2013-2014 Animation CU- $12.50/hr
2015-2018 Animation/Board Revisionist/Anim Retakes - $15/hr -&gt; $21.25/hr -&gt; $26.25/hr -&gt; $27.50/hr

LA:
2018- Animation- $1200/wk
2018-2019- Design Assistant/Anim Retakes- $1665/wk"
248,masterfisk,"Los Angeles, CA","#AnimationPaidMe

I’ll add to this pool since wages comparison btw Thailand and USA might be interesting to some ppl.

the monk studio, Concept artist 2013-2014(Bangkok, Thailand) 18000 bath/mo. (571.61usd/mo)

pure imagination studios, Jr. Artist 2019-2020 (LA) 18.5 usd/hr"
249,allisonperryart,"Los Angeles, CA","#GameDevPaidMe 
2016-2017: $72.8k, concept artist, now-defunct VR start-up 
#TechPaidMe
2017-2019: $95-100k, storyboard &amp; concept artist, Snap Inc.
#AnimationPaidMe 
2019-2020: $115.8k, visual development (feature), Skydance
2020: $150.8k, visual development (feature), Netflix"
250,JonMcgaggles,"Los Angeles, CA","Starburns: $1500 a week. 
#AnimationPaidMe"
251,ServalSketch,"Burbank, CA","#animationpaidme
$15/hr WB prod intern
$13.25/hr DWTV development prod intern
$13/hr DW/Uni character art intern 
$15/hr Nick prod intern 
$750/wk Nick PA

all are wages sans tax taken out of course and my current PA is more like 500/wk with benefits and tax."
252,keiso_nyx,,"😭 Looking at  #AnimationPaidMe and realizing as a freelancer, I’m paid waayyy below that. Tho it could be chalked up to regular ppl hiring me. I’m still applying to studios. These prices are depressing either way"
253,essrose,,"Oh, we’re doing #AnimationPaidMe, too? Okay, the most I’ve ever made was $2000/week for character design on the ZIM movie. My first job paid $1000/week for character cleanup on the ZIM series back in 2000."
254,LudoDoodle,"Vancouver, British Columbia","Wage transparency helps! 

Paid weekly. CAD amounts have been converted to USD for relatability to US studios. 

2015 Bardel- Full Animation- 715 
2016-2018 Bardel- Storyboard- 1,000
2018-2019 Titmouse- Storyboard- 1,190
2019-2020 NDA Storyboard- 1,190

#AnimationPaidMe"
255,SenorWoberto,"Philadelphia, PA","my animation gigs so far have been exclusively freelance and one remote gig but here's what I can say #AnimationPaidMe 
german twitch streamer: 300 per animation with four total over several months
cartuna: 600 p/week and I was let go after one week

someone give me a job pls"
256,bowendesign,London,"Reading the #animationpaidme and wow, the rates in the US area something else compared to the rest of the world. I've written a STORYBOARD rate card here for #UKanimation peeps - https://t.co/jhiI4VC9Yl"
257,WickedInsignia,"Melbourne, Victoria","#animationpaidme all in USD (Converted from AUD, NZD)

BES Animation: BG Artist, $696 week, 8hr day
Working Dog: BG Artist, $696 week, 8hr day.
Studio Moshi: Lead Artist, $777 week, 8hr day.

WETA WORKSHOP: Concept Artist, $615 week, 10hr day.
Rent was $156 a week + net, gas."
