,user,location,text 
520,Rafaknight_rk,Brazil,"#GameDevPaidMe 
During my 3 years at Sega of America as a Character Aritst:

-The Max I ever got paid for a work (that toke 1~2months) was $500; 
-The Minimum I got for the same type of work was $50;
-The higher total value I ever made during a whole year was $2k."
521,tinysubversions,"Portland, OR","Oh hey we are doing #GameDevPaidMe. For years I've kept a running public spreadsheet of all my corporate salaries I've ever had, with notes. Here you go (game companies make up 3 of 6 jobs, the others are tech):

https://t.co/wv8fO9rfmX"
522,andrewcrawshaw,"Leeds, Yorkshire, England","Follow on from earlier #GameDevPaidMe tweet.
Not all £40k salaries, for example, are the same... 
Average house price in London is ~12x that amount. In Leeds its just over 4x. (San Fran is ~20x).
That's why remote working could change everything https://t.co/XW6i9kaMkg"
523,208_sallen,"Tumwater, WA","#GameDevPaidMe 
Ion Storm: Level Design/Art: 75k
Doublefine: Lead Environments: 80k
Blizzard: 3D artist: 75k
Irrational: Principal level artist: 110k
Arkane: senior level architect: 96k
its all hazy.  I spent it all on Josta Soda."
524,StillNotSam,"Seattle, WA","Okay, these #GameDevPaidMe numbers are making me break into a cold sweat, so I'm going to break down how to ask for the pay you deserve (and get it, or close to it) when you start a new job as a woman or BIPOC."
525,StarlightSkyes,,I'm too ashamed of sharing what #GameDevPaidMe. I'll just say that I've almost been homeless more than once.
526,ChasingDeathbed,"Sault Ste Marie, On. CA",If there is one thing that looking at the  #GameDevPaidMe hashtag...it's that out of the big gaming companies- EA has been VERY consistent in being the asshole company &amp; that Blizzard SEVERELY underpays their employees(as does EA....shocker)
527,HoyceeeAnne,Estalia Kameviscaria @ Cactuar,"I'm technically still a student, but #GameDevPaidMe
 
Indie tutoring company, Intern (2-3 yrs ago) - $0
A/ctivision (VV), design intern, 2019 - $22/hr plus shared housing
A/ctivision (VV), junior designer, 2019 - $24/hr (Less than what I was paid as an intern factoring rent)"
528,shethulhu,"London, England",mfw devs are shocked by QA salaries #GameDevPaidMe https://t.co/J5teI6xFzq
529,Nano__Kitten,"Miami, FL",Took one look at #GameDevPaidMe and I died inside. https://t.co/9Ps54M3Wyr
530,CaptainShack,"Greensboro, NC","#GameDevPaidMe is trending. Its fantastic. 
In the US talking about how much you make is considered Taboo. Keeping this information to ourselves does nothing but help company's underpay for work.

Love seeing this information shared. Maybe it will happen for other industries"
531,lizzieskwrl,"Eugene, OR","This was, as far as I could tell, to keep us from getting benefits while still being paid well below what most of the country considered a living minimum wage. QA is real work and should be paid as such. #GameDevPaidMe"
532,_Geminus_,,I'm a rising senior in high school and I've known that I wanted to be a game dev for like 3 years now and it's so upsetting seeing the #GameDevPaidMe hashtag and now wondering if I should change what I want to do
533,panecasio,Toronto,"#GameDevPaidMe (all $ CAD)
2012 QC - can’t remember, lots of self-inflicted OT to “prove” myself
2013 Jr LD - 36K 
2014 - 17 Int LD - 60K
2018 Sr LD - 86K 
2019 GD - 86K
2020 switched studios, Adv LD - 97K

2017 - 18 passed on a tonne of lowball offers and 1 good offer in Van BC"
534,lizzieskwrl,"Eugene, OR","This eventually led to the labor department coming in and interviewed a few people, myself included, about our salaries. I ended up getting a check for about $200 of back pay that they owed me. We eventually went hourly, but were still labelled as ""contractors"" #GameDevPaidMe"
535,lizzieskwrl,"Eugene, OR","Long ago I worked in dev QA at $7/hr salary, with HALF PAY (a whopping $4.50) overtime. So while we got the guaranteed 40 hours/week paid, we were almost always assured that we would be working over the weekends and into the night for below minimum wage #GameDevPaidMe"
536,ilyhugh,"Dublin, CA","Ok for #gamedevpaidme USD
2015- Virsix Inc-3D Artist $18/hr
2016- IW-As. Tech Artist $25/hr
2016-SHG- As. Tech Artist $26/hr
2017-Houzz-3D Artist $25/hr
2018-Sanzaru Games $32/hr
Then $72K/Yr when I was brought on,
2019- $75K/Yr  raise
2020- Facebook Appraisal $125K/Yr"
537,jacktheredpanda,"Tempe, AZ",I’m seeing #GameDevPaidMe trending and it makes me more thankful for living in AZ. I seem to get paid similarly to othe QA testers across the country but I could imagine living in LA or Seattle with my current pay.
538,jtg125,Wal town,"#GameDevPaidMe i think its easier to be an ""influencer"" and make money off YT or Twitch/donations, rather than actually enter the game development field, which is kinda wild"
539,ashley_cassaday,"Texas, USA",Ooooooo hoo hoo hoo these #GameDevPaidMe tweets https://t.co/VvWogPul2O
540,saltiestbunny,"Houston, TX",The #GameDevPaidMe tag has been deeply upsetting to read through today. I’m wondering if it’s even worth it anymore tbh...and I worry like a lot of my misfortune is my own fault bc I just didn’t know the industry rates and negotiated my own pay incorrectly for the last few years?
541,LtWombo,,"#GameDevPaidMe I think this trend is good because:
1. It's outlining unfair representation and favoring women over minorities
2. It shows that these industries don't pay consistently and value ""diversity"" above equal pay
3. It pushes for a standard for wages/salaries."
542,psuedostar,,"#GameDevPaidMe keep it going. I've worked in the media and entertainment industry for over 10 years now and the wage disparity in every form is appalling. From game development to film and television to media at a regional level, you don't make what you should."
543,MarikoRawralton,,"#GameDevPaidMe and #PublishingPaidMe have taught me that there is basically almost no way of being an artist and living off of it no matter how skilled you are.
It kinda makes me wonder WHY I even try to write. I'm not gonna stop, I just have doubts that this is gonna be worth it"
544,comet_melting,header: @kiyamouu,"#GameDevPaidMe as a student/freelancer/indie dev
-$150-200ish in split revenue from A NIGHTMARE'S TRIP
-$3 (per month) from SKY HOUR WORKS patreon split (also equal split)
-$200 for a internship that dragged on several months (yikes)
-$300 upfront + more for contract work"
545,ErnstMOKKA,In da Basement,"#GameDevPaidMe roughly 1000€ over the past three years, probably less than that. It did gave me depression, panic attacks and burnout thought, but I don't count that as salary."
546,AnthemYour,Fort Tarsis,"I’ve learned two things from #GameDevPaidMe:

1. QA and artists are grossly underpaid. Holy hell.

2. Devs (for the most part) are underpaid altogether. Again, holy hell.

Mix that in with all the toxicity &amp; bs on the reg...idk. My love and admiration grows for you all daily!🥺💚 https://t.co/YCX1xHH60g"
547,sparklystuff,"Portland, OR","Ok the #GameDevPaidMe hashtag is putting me in the ground. Gaming is mega profitable yet AAA studios pay *minimum wage* to game dev QA?? Meanwhile in non-game QA, we’re still treated as the forgotten stepchild but at least I made 80k+ last year. #PayTransparencyForAll"
548,TwentySidedCat,Ontario,"Ok, here I go.  I'm a cis, het, white man who's been in the game industry 1996-present although
my job 2014-2019 was non-game dev using the Unity engine.  All salaries in $CAD. #GameDevPaidMe 1/x"
549,floofyscorp,"portsmouth and guildford, UK","here's my #GameDevPaidMe contribution:
first job, 3D artist in 2009: £18.6k(and had some small payrises over the next five years)

second job, freelance character artist in 2014: £150-£200 daily rate

third job, 3D artist in 2016: £28k
my salary in 2020? still £28k"
550,DemonTeaParty,New York City,Honestly the #GameDevPaidMe hashtag is further proving that I wasted two years getting a bachelors but more importantly making me feel even more uncomfortable as a black woman
551,Self_Suck_King,United States,"#GameDevPaidMe No sympathy, you people sat back and let your bosses push cancer such as charging for digital distribution, DLC, micro transactions, patches, updates, intentionally release games unfinished, no physical manual, no physical copies, platforms like Steam, etc"
552,sarah_bytes,,"The #GameDevPaidMe thing is super misleading. 

1) dont adjust salaries to USD. Just write your currency or city, USD isn't the default to work in games.

2) the cost of living in SF isnt normal and salaries will look inflated next to anything else."
553,glmarsi,That One Floating Island,"A little shy about this, but as a gay white guy w/ a CS degree, #GameDevPaidMe:

60k/yr - CCP Atlanta (Assc Tech Design)
65-85k - ZOS Baltimore (Gameplay Eng I-&gt;II)
~85k - Riot LA (Design I)
~105k-125k - Riot LA (Tech Design I-&gt;II)

All included benefits &amp; relocation."
554,djpfatmack,Las Vegas,if anyone is looking for a full stack dev or startup director in vegas lmk..  #GameDevPaidMe
555,Mikey_Morrone,"Crestview, FL","#GameDevPaidMe reminds me why I do serious games now and did for the back half of college

I made more in college as an intern then some friends in their first jobs"
556,Yakkafo,"Paris, France","2014 &amp; 2015 – Game Designer Junior – €24k
2015 &amp; 2016 – Technical Game Designer – €26k
2017 – Freelance Narrative designer – €34k
2018 – Freelance Narrative designer – €41k
2019 – Freelance Narrative designer – €34k
#GameDevPaidMe 👇 https://t.co/OTLvP752Xj"
557,tylerzika,California,Why are people surprised with the income reports from #GameDevPaidMe?  The gaming industry is oversaturated with too many games and too many people who want to work in the industry. Plus it's REALLY hard to make a good game that is a standout.
558,0kbps,LA,"#GameDevPaidMe be like

artist - $2/hr
told artists what to do - $200/hr"
559,mortem_custos,Midgar,"Looking at this hashtag makes me wanna change my major now 

#GameDevPaidMe https://t.co/xnC3RJin0l"
560,esanany,"Bay Area, CA","Mexican woman. USD. 3D, enviro art, weapon art
#GameDevPaidMe 
-2012? $14 /hr startup in MI, wasn’t paid for half my time
-2014-2017, Jumpstart, LA area, CA- $12/hr for 9 months, then 36k/yr
-2017-2019, Hi-ReZ Studios, GA, 42k/yr 
-2019-current, Monomi Park, appropriately lol."
561,esanany,"Bay Area, CA",I’ve been thinking about #GameDevPaidMe for hours. I have so many emotions reflecting on how past studios treated me. Sharing salaries with coworkers always helped me be aware of my situation so I feel it’s important to be able to have these conversations.
562,AskJoshy,Las Vegas,"Simplified esports #GameDevPaidMe:

The most I ever made was $62k/yr at Blizzard including bonuses and benefits as Associate Esports Manager in 2013-2015.

I’ve commentated events ‘for exposure’ as recently as April of this year. Day rates this year have capped at $500/day."
563,leiflaw,"Austin, TX","Not going to go into my current, but I'll talk about my last two for #GameDevPaidMe 
Producer, Subatomic Studios (Boston), 2015: $55k. 
Project Manager, MZ (Palo Alto) 2016: $145k plus very healthy bonus, equity from RSUs (forced buyback when I left, turned out to be worthless). https://t.co/zWLtbjY4uN"
564,soundkitties,"Los Angeles, CA","#GameDevPaidMe (white, masc NB, looks like a woman)
Composer/Sound Designer at Techtonic Games: $25/hr + benefits
Freelance audio 2012-2015: $11-30/hr  
“Comp/SD” at Monarc (I was the acting audio director): 50-75k + benefits(sometimes)
Freelance audio 2018-now: $40-50/hr"
565,RenascenceMarq,New Jersey,Knowing damn well I'm trying to get into the Game industry I'm looking at #GameDevPaidMe like https://t.co/XbpcucnFB7
566,scrimmified,"Florida, USA","i'm sure people in #gamedevpaidme are getting wildly underpaid but as someone who was making $8.50 an hour up until i quit my job i, do not know what a livable wage is"
567,Dreemurr_,Memphis,"#GameDevPaidMe
I make 3.5-5k a month  purely from donations for my upcoming ROBLOX Bleach game. No, i'm not lying one bit. https://t.co/ITfESFIhTn"
568,ScarletCatalie,Edinburgh,"#GameDevPaidMe game dev extremely did not pay me, hahah."
569,LockwoodMakuRoc,,"#GameDevPaidMe at what I assume is the sole contracting company (at least what they told me) for a big green company, they paid as follows

""Product"" Test: 15$/h only working 3-6 months every 9 months
Part time only, you get fired for having a second job.

Not livable in Seattle"
570,GoodbyeWorldWIL,LA,"#GameDevPaidMe is important! This is how we get bargaining power for those who are being exploited!

15/hr TA at USC during schooling
15/hr freelancing unity for Emblematic 
25, 35/hr freelancing unity dev for lots
45/hr for educational clients
120k/yr + benefits CCO arwall"
571,darockreaper,"Washington, DC",Whelp #GameDevPaidMe Looks like we got a whole lot of work to do
572,kris_halloran,"Boston, MA","Sharing for someone not on Twitter:
#GameDevPaidMe
Cishet white woman

$10/hr - Intern
$26k - Assistant Producer
$32k -&gt; 42k - Associate Producer
$54k - Producer
^ All Massachusetts

$90k - Senior Producer --&gt; Product Owner (Madison, WI)"
573,Heretic_Bleach,,"#GameDevPaidMe

I know unions might be under extra scrutiny right now, because of the bullshit that police unions engage in. But on the flip side, look at how much police are paid . . ."
574,uk_resistant,"London, England","PAY #GAMEDEVS MORE

#GameDevPaidMe"
575,DashThunderman,"Atlanta, GA","Seeing #GameDevPaidMe makes me wanna say this

Devs should be paid more for the work they do. They bring us the games we play so pay them more"
576,shouldbewerking,,i was thinking of maybeeee hopping back into professional game dev for a change of pace but uh. not for #GameDevPaidMe amounts of money. damn.
577,zvrramusic,Chicago,well im still learning how to develop games  #GameDevPaidMe like 10 dollars lmao.
578,panecasio,Toronto,read the whole thread #GameDevPaidMe https://t.co/16QJ1VpdSy
579,xavierck3d,"Burbank, CA","Pretty sure some American salaries in #GameDevPaidMe are raising eyebrows, especially internationally, so it might help to have a breakdown of what that money gets you:"
580,lunasorcery,The Moon,so what I'm learning from #GameDevPaidMe is that it helps to be in a high-cost-of-living area
581,tristabae,,Seeing all the #GameDevPaidMe tweets is definitely eye opening to people such as myself who are debating on our future majors :)
582,An_A_Quay,,"#GameDevPaidMe Just gonna add this in for some that can neither confirm nor deny. 

We just gotta call the breakdown room the break room. https://t.co/wLCXLvvF1Z"
583,GenkiSSB,"New Jersey, USA","#GameDevPaidMe absolutely nothing, but the dream's still there"
584,hell0jed,-\\\\\-,"#GameDevPaidMe  
Glu Mobile $12 hr QA (contract) $18hr as a designer
Popcap $15 hr QA (contract)
MSFT/T10 $30 hr designer (contract)
Wildtangent $57k - Unity programmer
MSFT/343 $30 hr designer (contract)"
585,Chef_Lu_Bu,"Atlanta, Ga",#GameDevPaidMe no I've never been paid
586,dorkia0,Magic Trash Land,Looking through this tag made me realize 2 things. You are all very good looking people and im jealous. Also that the industry is very behind on what money you could be making 10 an hour is literally the same as a fast food place something is up. #GameDevPaidMe
587,Felijcm,Mi cuarto.,"#GameDevPaidMe 
Mexican guy, about a year of experience using Construct 3 for gamedev.

*$3,600MXN per month, 2 unpaid months since april (going to 3 next week), contract says part-timer but they expect me to work full time.
*We're all paid the same, except for our boss. (cont.)"
588,Dewington,Northwich,#GameDevPaidMe a whole lotta chicken 'n' beans
589,dinosaursssssss,"Cambridge, MA, Pangaea","#GameDevPaidMe

$10.50/hr, no benefits QA Tester (Turbine/WB Games)
$15/hr Assoc. Tools Eng (Turbine)
$72k QA/Automation Eng (GSN)
$68k Gameplay Eng (OtherSide)
$65/hr Freelance engineering

On the low end for engineers for sure, probably shoulda specialized + negotiated harder"
590,NerdArmoury,"South Witham, England",@xDevilNeverCry I'll give You better one #GameDevPaidMe 650PLN a month at @BlooberTeam for QA and LVL Design thats equivalent of about 130GBP
591,notquitefrodo,"Gloss Angeles, CA","#GameDevPaidMe ?

Hoo, buddy. For writers? Hooooo buddy

Started as a junior at $40k
Dream Daddy was $5k uncontracted
Senior Creative Producer? $60k
Associate Narrative was $73k
Not sure I can disclose what I pull now because it was so recent but it’s a LOT better. Took 5 yrs tho"
592,JamesBergCanada,Vancouver,"Games Researchers - for #GameDevPaidMe, check out the IGDA Games Research &amp; User Experience SIG 2020 Salary Survey results:
https://t.co/Fh1bFo0FvJ

This year, the team collaborated on creating an interactive base salary calculator - check it out!"
593,scottstephan,"Austin, TX","#GameDevPaidMe I truly believe in salary transparency. Keeping the veil of secrecy around pay is not in favor of labor. With that in mind:

GameDesk (Intern $0, later $10/hr when I threatened to quit)
USC: $15/hr in the Dean's Office
TwoBit, Intern: $40/hr"
594,ebeinke,"Austin, TX","Interesting that almost every single person I see sharing salaries in  #GameDevPaidMe is a non white male dev (so white women, women of color, men of color, non-binary folks, etc)... 🤔
We are taking much more of a risk by putting ourselves out there! 😞"
595,fat_thunder,"Issaquah, WA","#GameDevPaidMe doesn’t stack paper.

*in Seattle area*
Freelance - $1200, 3 months
(Contract for an SPA)
Front End Dev - 44k / 51k, 2 years
(No severance) 

I had to quit Amazon because I was told in a 1 on 1, no one would hire me with out a CS degree."
596,JarlCessup,,#GameDevPaidMe is quite an interesting hashtag.
597,haikus_by_KN,"Saint-Denis, France",Best games industry hashtag ever is #GameDevPaidMe. Pay transparency is one of the most powerful weapons we can wield to fight for the rights of workers who belong to marginalised groups. Even cynical me has been surprised by some of the pay disparities I've seen on payrolls.
598,dachiefsman,kansas city,"#GameDevPaidMe the funny thing about this is that people are in agreement but most of my friends dont want to spend more than 60 bucks on a game.

I think some gamers don't appreciate the work that goes into making a game.  60 dollars for hours of entertainment is way to low."
599,Baj_Singh,"Horsham, UK","#GameDevPaidMe 

Not going to talk about recent numbers but started off (as an Environment Art Intern in Cambridge) at £17.5k in 2008.

I was lucky to live with my partner at the time and worked my way up quickly but tbh I can't say i've ever struggled."
600,imlazyeye,"Champaign, IL","#GameDevPaidMe
Programming Freelance: an average of $2/hr (more below)
Assistant Programmer: ~$18/hr
Lead Programmer (promotion): ~$23/hr
Technical Producer (promotion): ~$30/hr
Programming Freelance: ~$25/hr
Marketing Manager: $35/hr"
601,soft_fox_lad,"/home/{florida,pennsylvania}","The #GameDevPaidMe hashtag confirms all of my prior. For how skilled the labor has to be on the art and engine side of things, the salaries can be pretty sad."
602,OswaldHurlem,,"#GameDevPaidMe
Working for others: Never less than $100k/yr (I'm a programmer).

Working for myself: Spent ~$50k over 3y on living expenses. Took loans from F&amp;F who could afford it. Not successful. Quit before credit took hit.

Don't let games put you in the poor house!!"
603,AlbinoSpringRol,"Philadelphia, PA","#GameDevPaidMe I have a bachelor's degree in Game Design and Production, and I got my first real paid job almost a year after graduation, and that job is:
XR Developer at Penn State University $60k salary, plus benefits."
604,studioanisa,"London, England","#GameDevPaidMe 

‘13 - 2D Artist - £17k / $19k
North England, cheap cost of living

‘14 - UI Artist - £21k / $24k
South England, more expensive COL

‘17 - UI Designer - £35k / $41k
London, just fuck me up fam

‘20 - slightly higher than before but not enough for home ownership"
605,TheAgentOfDoom,"Long Beach, CA","Deep Silver 
Associate Marketing Manager 
Larkspur, CA (Marin County)
Lived in Pinole, CA (45 minute commute)

-$51k USD
-Raise after a year and a half: $54k USD
-Decent health + vision + dental benefits
-10 days vacation time (accrued one day per month)

#GameDevPaidMe"
606,JeanLeggett,"Toronto, Canada","#GameDevPaidMe 

I work for myself. In 6 1/2 years, I have paid myself less than 25K CAD total from my indie dev company as its CEO, marketing, lead writer, producer, all the hats. 

Independently, I charge a sliding scale for coaching (life, biz dev, career) $0-$300 USD/hr."
607,remembrancermx,L-Space/Disneyland/Los Angeles,"Esports archivist, Riot Games: $50k
Art archivist, Riot Games $63k
Both were nowhere near what I was worth for my skill set. If you have infosci experiencing, push the game industry harder than I did.
#GameDevPaidMe"
608,TrinerScot,"Edinburgh, Scotland","Note for people following the #GameDevPaidMe and #PublishingPaidMe tags -

USA vs Europe makes a significant difference.

Here far lower max pay but more essentials covered by the state, safety nets, and overhead costs.

USA higher pay potential but you're left to your own fate."
609,D_R_G_Official,Somewhere,#GameDevPaidMe nothing because I'm an indie and I haven't released a serious project yet.
610,thepulserifle,"Moreno Valley, CA","Caveated #GameDevPaidMe

White male late 20s/early 30s, 2008-2012

10/hr - QA @ Obsidian
10/hr - QA @ ATVI
12.50-14.75+bennies - QA Lead, Design @ Obsidian
11/hr (benefits forfeited for the extra dollar, no I’m not kidding) - Game Master @ Atlus Online

The caveat? It sucked."
611,SSJ_Joseph,,It’s daunting and unfortunate reading the many #GameDevPaidMe posts. Seeing how many developers are underpaid and new devs are getting paid less as time moves forward.
612,MissMaraMayhem,"Atlanta, GA",Make sure you get paid what your worth #GameDevPaidMe https://t.co/k5YyS2OYfU
613,OptionsUS,,"#GameDevPaidMe 

ActivisionBlizzard - QA Tester $13 2019

Xbox Game Studios Quality - Software Test Engineer - NDA but NOT above $15.

Hopefully I’ll make salary one day 😅"
614,SeigoAlter,The Aerie,"Want another reason why I'd rather strike out on my own as an indie dev than work anywhere NEAR the game industry?

Just look at the #GameDevPaidMe posts

Those may seem like high salaries, but consider: unpaid overtime, the cities they live in, and the profit these games make"
615,Mortdog,"Santa Clarita, CA","#GameDevPaidMe

I'm not comfortable doing it all, but here's my entry into the industry at Nintendo in 2006.

Level Design Intern - $10/hr
First raise (6 month) - $20/hr
Second raise (2 years) - $25/hr
Hired as Associate Designer - $42k/year + (~15% bonus)"
616,CaptionBarbosa,Johannesburg,"The #GameDevPaidMe is fascinating for two reasons:

1) A lot of senior positions are far lower paid than I assumed (and the entry level jobs are kind of shocking)

2) Seems a lot of devs are surprised at the disparity between salaries based on position and experience"
617,jesawyer,"Costa Mesa, CA","#GameDevPaidMe Some of this is fuzzy. SoCal prices.

99 Black Isle - Web Developer: $34k
00-03 - Junior-Lead Designer: $55k?
03-05 Midway - Lead Designer: $75k?
05-09 Obsidian - Lead Designer: $85k?
10-15 - Director: $100-$130k?
15-19 - Studio Design Director: ~$165k
20 - $200k"
618,Heckbent,,"#GameDevPaidMe 

I've spent $6400 making a a game with my friends. I don't expect a return i just want to make a game with my buds.

In Testing i made a buck over minimum. I'd only suggest doing it if the job is cozy and you live near the office."
619,RobertGThatsMe,"New York, USA","#GameDevPaidMe
39yo, SWM
'11 '15 - Technical Artist - 45k USD NYA
'15 - 19 - Technical Producer - 50k to 68k USD (over time) NYC
'20 - Presentation Producer - 120k San Fran

The big bump was mostly attributed to my new company valuing me and my previous company valuing nothing."
620,GlendaMorganArt,"Seattle, WA","#GameDevPaidMe worst experiences r with companies that want to act bigger than they r &amp; STRIVE to one day be the next EA. They will give u an underpaid contract, &amp; dangle a carrot of ""full time employee"" in your face for 9 months so u don't leave them b4 they throw u on your ass"
621,AmandaLKirk,Upstate NY,"I'm not comfortable sharing my prev salary because its embarrassingly low, I should have known better. Now you can thanks to #GameDevPaidMe"
622,Lvl3Khan,,"I'm really into the #GameDevPaidMe tag! Transparency, equality == good stuff.

I, an Asian/White, cishet male, in Seattle, was paid:

2016: $20/hr -&gt; $22/hr, Programmer Intern, ZigZa Games
2017: $14/hr, Programmer Intern, ArenaNet
2017-2020: $65k/yr -&gt; $69k/yr, ArenaNet"
623,RaymondDoerr,Texas,"If you can hack it as a solo dev, be a solo #indiedev.

#GameDevPaidMe (Rounded to the nearest 10k)

2014: 20k (Starting from October)
2015: 40k
2016: 90k
2017: 170k
2018: 320k
2019: 390k
2020: 90k (Thus far)"
624,BreezyCrayon,,"Personally keying in on those tweets from #GameDevPaidMe that point out the disparity between Contractors and Employees. In QA it was one thing to be underpaid, but a whole other level to feel/be treated like underappreciated children."
625,LewdieLie,www.artstation.com/leslievdb,engineers watching artists post in #GameDevPaidMe https://t.co/FY9lTS59xs
626,Wholfie,"California, USA",All of these #GameDevPaidMe threads are just making me upset. Spent 7 years working my way to a bachelors degree in digital animation and I’m working in a fucking warehouse https://t.co/uD1l7G4jjY
627,MochiMacchaArt,"Boise, ID, USA","*looks at my current salary*  

*looks at #GameDevPaidMe *

I think I'll just stay where I am currently for a while longer &gt;_&gt;"
628,KenanWilsher,"Derby, GB","So, here's my take on #GameDevPaidMe, as a white British, cis, male. 

Environment Artist @ Ubisoft 18-20: £19k yr
Env Artist @ Bulkhead Interactive 2020: £25k

But there's a few issues with things in my opinion, follow thread below:"
629,rim_aj,"Montréal, Québec","To be more helpful:
I am a PoC (Moroccan/Lebanese), I have 3 years of experience in games and community. I’m based in Montreal but mostly worked for US (west coast) based companies. If I lived there, I’d be struggling, if I worked locally, I’d also be struggling.
#GameDevPaidMe https://t.co/1Xod7HAJ1d"
630,Error_Nikki,Hiding in the crash log,"The #GameDevPaidMe hashtag is super interesting and there is a lot of great data there but if i'm honest, it's also incredibly depressing..."
631,bucketcapacity,New Mexico,"Everyone in #GameDevPaidMe is talking about underpaid workers, but I'm just thinking about how, if I started 8 years ago, I could've been making $80k+ right now."
632,stiknork,"Vancouver, BC","#GameDevPaidMe white cishet male, have made around 55k-65k/yr USD as designer/programmer my whole 8 year career, mostly in Vancouver. my partner and i both work full time so i am in the privileged position of being able to mainly take jobs based on personal interest &amp; no crunch"
633,vincenth69,"Québec, QC","#GameDevPaidMe is necessary infos
I'm a cis-het white male.
2015 Gameplay programmer intern 17kCAD/yr (didn't have enough to pay my rent)
2months gameplay programmer at 17$CAD/hr
Under NDA since, release &amp; perf bonus, health insurance and share buying program available."
634,ForgottenOrder,"Stockholm, Sweden","#GameDevPaidMe
Allright then, here is my USA jobs:
Animation Intern: $0
SF- Associate Artist: 50k (benefits)
SF- General Artist: 55k (benefits)
SF- Game Artist Start Up - 70k (no benefits)
Freelance for games (2017) - $50/hr"
635,maskedtyrian,,#GameDevPaidMe $0 because I need to stop procrastinating and actually get back to working on my games.
636,HunterButtner,"San Marcos, TX","Love this hash tag but can we get one for every job title?

The idea that revealing how much you make is ""rude"" is the biggest hunk of capitalist propaganda and all it does is allow people to get paid less for no reason
#GameDevPaidMe"
637,GlendaMorganArt,"Seattle, WA","#GameDevPaidMe info I have
-A³ will pay u pennies unless u fight for urself
-Indie studios that WISH they were A³ will pay u even less &amp;tell u 2b gr8ful
-Actual indie devs who care about their team &amp;games will bend ovr backwards &amp;cry n2 hamburgers 2 make sure u get what ur worth"
638,Death_Bow,North Carolina Backwoods,"Looking at this whole #GameDevPaidMe thread is making me suuuuuuuuuuuper depressed, y’all. 😩"
639,andytouch,"Copenhagen, Denmark",#GameDevPaidMe has some fascinating data; QA &amp; Support roles are paid insanely low for the important tasks they do!
640,CortanaV,Seattle,"Trying to decide on how one might ethically catalog #GameDevPaidMe posts so people can easily reference positions, seniority, etc. vs salaries across studios. :3"
641,taylorcocke,"Los Angeles, CA","I have only worked for one game developer, Riot Games.

I was paid $22/hr for my first year, and got bumped to $23.

I was coming off being a freelancer for 5 years, so this seemed like quite a step up. Then I took an 80% pay raise when I went to Yahoo Esports. #GameDevPaidMe"
642,SorcererLance,Florida Keys,"#GameDevPaidMe roughly half of what I was promised

He ran and disappeared without paying me for the last character sprite I helped ink, color and shade

...money that could've been REALLY helpful after surviving Hurricane Irma"
643,MllePilgrim,"Montreal, 🌘","#GameDevPaidMe My path in games is odd, but here’s when I started to be full-time in 2016:

(I live in Montreal, Canada. I’m a cis-queer white woman &amp; prior experiences was a few years of part-time unpaid work on two/three projects, one with shared revenues that I never got. 😬)"
644,Skarrx24,"Corona, CA",I'm looking at #GameDevPaidMe and I'm about to finish my Associates degree in Game Design... what a time to be alive. https://t.co/sd5XS8r1r1
645,Brainlessmunkey,"Chicago, IL","Seeing #GameDevPaidMe is great; salary transparency is one of the most important tools in fair pay negotiation. Seeing it relative to my work as a Software Dev is disheartening, because there's a huge disparity once you're in entertainment."
646,Firefouffy,"Paris, France",Scrolling through #GameDevPaidMe  and not seing a lot of character artists disclosing their salaries. I would be interested to see that 👀
647,NickShiotelis,"Seattle, WA","#GameDevPaidMe #techart #gamdev

Background: Started in Advertising/VFX which pays day or month rates. Used those as a talking point

S0ny SD 2012-14 $30/hour, 2 year contract, 21 months on, 3 off. We got an extra $2-3 an hour raise at the start of each game. Think I got 2 IIRC."
648,Rigamorphius,,When you have just completed a degree in Video Game Design and you see #GameDevPaidMe blowing up on twitter #Classof2020 https://t.co/ZKUFTx7LP7
649,d00m3r1,,Can’t believe I make that much more than a game developer #GameDevPaidMe
650,wipetheservers,,#GameDevPaidMe is another reason why ALL industries need unions
651,wynsomnia_,Social Distancing,"In high school I was really digging the thought of being a game designer. Oh, the days. Now I'm hunting for any general desk job and only slightly considering studying narrative design while sweatily scrolling through #GameDevPaidMe"
652,Elleon_Sound,"Monroe, WA","Okay #GameDevPaidMe bear with me because my memory suucks. I'll try to give estimates to the best of my recollection.

CS(contract): 10.25/hr
CS(FTR): 10.50-13.50/hr
QA(FTR): 11.25-13.00/hr
Sr QA(FTR): 15.00/hr
Audio Implementor(FTR): 21.00-25.00/hr
Sound Design: 32.00-36.75/hr"
653,skullRaya,México,"#GameDevPaidMe
In 2017 to 2018, I was art supervisor in a game development studio in Mexico.

When I enter they paid me $450 USD per month, later they rise me to Art Supervisor, and earned $680 USD per month. 

They made us to work extra hour with no payment 
&gt;&gt;&gt;"
654,loko08,Costa Rica,"So #GameDevPaidMe is cool, but you should see what outsourcing studios get paid...

🙃🙃🙃

Cant disclose, but we.... Have to manage..."
655,blindtwig,United States,"I'm a volunteer for a Source engine mod so I don't get paid, but the experience and enjoyment I get from my work is payment enough.

#GameDevPaidMe"
